level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,time_culmative(days),elementalEmber_culmative,electrumBar_culmative,cosmicCharge_culmative,culmative_rubble,upgradeReward,XP,XP_culmative
23,electrumBar:500,691200,electrumBar,500,100,100,691200,0,500,0,48.53821759,0,2850,0,24006.82725,experience:16000,16000,70430
24,piercing:269232,864000,piercing,269232,100,100,864000,0,0,0,58.53821759,0,2850,0,25967.22727,experience:17600,17600,88030
25,electrumBar:550,864000,electrumBar,550,100,100,864000,0,550,0,68.53821759,0,3400,0,30724.21229,experience:19200,19200,107230
26,piercing:340800,936000,piercing,340800,100,100,936000,0,0,0,79.37155093,0,3400,0,32847.97897,experience:20800,20800,128030
27,electrumBar:600,1080000,electrumBar,600,100,100,1080000,0,600,0,91.87155093,0,4000,0,38349.29899,experience:24000,24000,152030
28,piercing:422592,1152000,piercing,422592,100,100,1152000,0,0,0,105.2048843,0,4000,0,40963.16568,experience:25600,25600,177630
29,electrumBar:650,1224000,electrumBar,650,100,100,1224000,0,650,0,119.3715509,0,4650,0,47045.45403,experience:27200,27200,204830
30,piercing:504384,1224000,piercing,504384,100,100,1224000,0,0,0,133.5382176,0,4650,0,49822.68739,experience:30400,30400,235230
31,electrumBar:700,1370990,electrumBar,700,100,100,1370990,0,700,0,149.4061574,0,5350,0,56492.72834,experience:32000,32000,267230
32,piercing:586176,1468800,piercing,586176,100,100,1468800,0,0,0,166.4061574,0,5350,0,59825.40836,experience:33600,33600,300830
33,electrumBar:750,1566720,electrumBar,750,100,100,1566720,0,750,0,184.5394907,0,6100,0,67193.79206,experience:33600,33600,334430
34,piercing:667968,1664640,piercing,667968,100,100,1664640,0,0,0,203.8061574,0,6100,0,70970.82942,experience:33600,33600,368030
35,electrumBar:800,1762560,electrumBar,800,100,100,1762560,0,800,0,224.2061574,0,6900,0,79037.80546,experience:33600,33600,401630
36,piercing:749760,1762560,piercing,749760,100,100,1762560,0,0,0,244.6061574,0,6900,0,83037.02149,experience:33600,33600,435230
37,electrumBar:850,1762560,electrumBar,850,100,100,1762560,0,850,0,265.0061574,0,7750,0,91358.23252,experience:33600,33600,468830
38,piercing:831552,1762560,piercing,831552,100,100,1762560,0,0,0,285.4061574,0,7750,0,95357.44855,experience:33600,33600,502430
39,electrumBar:900,1762560,electrumBar,900,100,100,1762560,0,900,0,305.8061574,0,8650,0,103932.8946,experience:33600,33600,536030
40,piercing:913344,1762560,piercing,913344,100,100,1762560,0,0,0,326.2061574,0,8650,0,107932.1106,experience:33600,33600,569630
41,electrumBar:950,2290604,electrumBar,950,100,100,2290604,0,950,0,352.7177778,0,9600,0,117959.9137,experience:35349,35349,604979
42,piercing:995136,2743903,piercing,995136,100,100,2743903,0,0,0,384.4759144,0,9600,0,124185.7789,experience:42345,42345,647324
43,electrumBar:1000,3197201,electrumBar,1000,100,100,3197201,0,1000,0,421.4805556,0,10600,0,136524.8688,experience:49340,49340,696664
44,piercing:1076928,3650500,piercing,1076928,100,100,3650500,0,0,0,463.731713,0,10600,0,144807.7858,experience:56335,56335,752999
45,electrumBar:1050,4103799,electrumBar,1050,100,100,4103799,0,1050,0,511.2293866,0,11650,0,159458.1648,experience:63331,63331,816330
46,piercing:1158720,4177339,piercing,1158720,100,100,4177339,0,0,0,559.5782176,0,11650,0,168936.4697,experience:70326,70326,886656
47,electrumBar:1100,4314507,electrumBar,1100,100,100,4314507,0,1100,0,609.5146412,0,12750,0,184319.1762,experience:77321,77321,963977
48,piercing:1240512,4553079,piercing,1240512,100,100,4553079,0,0,0,662.2123148,0,12750,0,194650.0283,experience:84317,84317,1048294
49,electrumBar:1150,4602106,electrumBar,1150,100,100,4602106,0,1150,0,715.4774306,0,13900,0,210939.5266,experience:91312,91312,1139606
50,piercing:1322304,4777719,piercing,1322304,100,100,4777719,0,0,0,770.7751042,0,13900,0,221780.0827,experience:98307,98307,1237913
51,electrumBar:1200,5000000,electrumBar,1200,100,100,5000000,0,1200,0,828.6454745,0,15100,0,239226.6302,experience:101805,101805,1339718
52,piercing:1363200,5000000,piercing,1363200,100,100,5000000,0,0,0,886.5158449,0,15100,0,250571.5377,experience:105303,105303,1445021
53,electrumBar:1250,5000000,electrumBar,1250,100,100,5000000,0,1250,0,944.3862153,0,16350,0,268272.3202,experience:106000,106000,1551021
54,piercing:1404096,5000000,piercing,1404096,100,100,5000000,0,0,0,1002.256586,0,16350,0,279617.2277,experience:106000,106000,1657021
55,electrumBar:1300,5000000,electrumBar,1300,100,100,5000000,0,1300,0,1060.126956,0,17650,0,297572.2452,experience:106000,106000,1763021
56,piercing:1444992,5000000,piercing,1444992,100,100,5000000,0,0,0,1117.997326,0,17650,0,308917.1527,experience:106000,106000,1869021
57,electrumBar:1350,5000000,electrumBar,1350,100,100,5000000,0,1350,0,1175.867697,0,19000,0,327126.4052,experience:106000,106000,1975021
58,piercing:1485888,5000000,piercing,1485888,100,100,5000000,0,0,0,1233.738067,0,19000,0,338471.3127,experience:106000,106000,2081021
59,electrumBar:1400,5000000,electrumBar,1400,100,100,5000000,0,1400,0,1291.608438,0,20400,0,356934.8002,experience:106000,106000,2187021
60,piercing:1526784,5000000,piercing,1526784,100,100,5000000,0,0,0,1349.478808,0,20400,0,368279.7077,experience:106000,106000,2293021
61,electrumBar:1450,5000000,electrumBar,1450,100,100,5000000,0,1450,0,1407.349178,0,21850,0,386997.4302,experience:106000,106000,2399021
62,piercing:1772160,5000000,piercing,1772160,100,100,5000000,0,0,0,1465.219549,0,21850,0,398342.3377,experience:106000,106000,2505021
63,electrumBar:1500,5000000,electrumBar,1500,100,100,5000000,0,1500,0,1523.089919,0,23350,0,417314.2952,experience:106000,106000,2611021
64,piercing:1813056,5000000,piercing,1813056,100,100,5000000,0,0,0,1580.960289,0,23350,0,428659.2027,experience:106000,106000,2717021
65,electrumBar:1550,5000000,electrumBar,1550,100,100,5000000,0,1550,0,1638.83066,0,24900,0,447885.3952,experience:106000,106000,2823021
66,piercing:1853952,5000000,piercing,1853952,100,100,5000000,0,0,0,1696.70103,0,24900,0,459230.3027,experience:106000,106000,2929021
67,electrumBar:1600,5000000,electrumBar,1600,100,100,5000000,0,1600,0,1754.5714,0,26500,0,478710.7302,experience:106000,106000,3035021
68,piercing:1894848,5000000,piercing,1894848,100,100,5000000,0,0,0,1812.441771,0,26500,0,490055.6377,experience:106000,106000,3141021
69,electrumBar:1650,5000000,electrumBar,1650,100,100,5000000,0,1650,0,1870.312141,0,28150,0,509790.3002,experience:106000,106000,3247021
70,piercing:1935744,5000000,piercing,1935744,100,100,5000000,0,0,0,1928.182512,0,28150,0,521135.2077,experience:106000,106000,3353021
71,electrumBar:1700,5000000,electrumBar,1700,100,100,5000000,0,1700,0,1986.052882,0,29850,0,541124.1052,experience:106000,106000,3459021
72,piercing:1976640,5000000,piercing,1976640,100,100,5000000,0,0,0,2043.923252,0,29850,0,552469.0127,experience:106000,106000,3565021
73,electrumBar:1750,5000000,electrumBar,1750,100,100,5000000,0,1750,0,2101.793623,0,31600,0,572712.1452,experience:106000,106000,3671021
74,piercing:2017536,5000000,piercing,2017536,100,100,5000000,0,0,0,2159.663993,0,31600,0,584057.0527,experience:106000,106000,3777021
75,electrumBar:1800,5000000,electrumBar,1800,100,100,5000000,0,1800,0,2217.534363,0,33400,0,604554.4202,experience:106000,106000,3883021
76,piercing:2058432,5000000,piercing,2058432,100,100,5000000,0,0,0,2275.404734,0,33400,0,615899.3277,experience:106000,106000,3989021
77,electrumBar:1850,5000000,electrumBar,1850,100,100,5000000,0,1850,0,2333.275104,0,35250,0,636650.9302,experience:106000,106000,4095021
78,piercing:2109552,5000000,piercing,2109552,100,100,5000000,0,0,0,2391.145475,0,35250,0,647995.8377,experience:106000,106000,4201021
79,electrumBar:1900,5000000,electrumBar,1900,100,100,5000000,0,1900,0,2449.015845,0,37150,0,669001.6752,experience:106000,106000,4307021
80,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2506.886215,0,37150,0,680346.5827,experience:106000,106000,4413021
81,electrumBar:1950,5000000,electrumBar,1950,100,100,5000000,0,1950,0,2564.756586,0,39100,0,701606.6552,experience:106000,106000,4519021
82,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2622.626956,0,39100,0,712951.5627,experience:106000,106000,4625021
83,electrumBar:2000,5000000,electrumBar,2000,100,100,5000000,0,2000,0,2680.497326,0,41100,0,734465.8702,experience:106000,106000,4731021
84,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2738.367697,0,41100,0,745810.7777,experience:106000,106000,4837021
85,electrumBar:2050,5000000,electrumBar,2050,100,100,5000000,0,2050,0,2796.238067,0,43150,0,767579.3202,experience:106000,106000,4943021
86,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2854.108438,0,43150,0,778924.2277,experience:106000,106000,5049021
87,electrumBar:2100,5000000,electrumBar,2100,100,100,5000000,0,2100,0,2911.978808,0,45250,0,800947.0052,experience:106000,106000,5155021
88,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2969.849178,0,45250,0,812291.9127,experience:106000,106000,5261021
89,electrumBar:2150,5000000,electrumBar,2150,100,100,5000000,0,2150,0,3027.719549,0,47400,0,834568.9252,experience:106000,106000,5367021
90,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3085.589919,0,47400,0,845913.8327,experience:106000,106000,5473021
91,electrumBar:2200,5000000,electrumBar,2200,100,100,5000000,0,2200,0,3143.460289,0,49600,0,868445.0802,experience:106000,106000,5579021
92,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3201.33066,0,49600,0,879789.9877,experience:106000,106000,5685021
93,electrumBar:2250,5000000,electrumBar,2250,100,100,5000000,0,2250,0,3259.20103,0,51850,0,902575.4702,experience:106000,106000,5791021
94,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3317.0714,0,51850,0,913920.3777,experience:106000,106000,5897021
95,electrumBar:2300,5000000,electrumBar,2300,100,100,5000000,0,2300,0,3374.941771,0,54150,0,936960.0952,experience:106000,106000,6003021
96,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3432.812141,0,54150,0,948305.0027,experience:106000,106000,6109021
97,electrumBar:2350,5000000,electrumBar,2350,100,100,5000000,0,2350,0,3490.682512,0,56500,0,971598.9552,experience:106000,106000,6215021
98,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3548.552882,0,56500,0,982943.8627,experience:106000,106000,6321021
99,electrumBar:2400,5000000,electrumBar,2400,100,100,5000000,0,2400,0,3606.423252,0,58900,0,1006492.05,experience:106000,106000,6427021
100,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3664.293623,0,58900,0,1017836.958,experience:106000,106000,6533021
101,electrumBar:2450,5000000,electrumBar,2450,100,100,5000000,0,2450,0,3722.163993,0,61350,0,1041639.38,experience:106000,106000,6639021
102,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3780.034363,0,61350,0,1052984.288,experience:106000,106000,6745021
103,electrumBar:2500,5000000,electrumBar,2500,100,100,5000000,0,2500,0,3837.904734,0,63850,0,1077040.945,experience:106000,106000,6851021
104,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3895.775104,0,63850,0,1088385.853,experience:106000,106000,6957021
105,electrumBar:2550,5000000,electrumBar,2550,100,100,5000000,0,2550,0,3953.645475,0,66400,0,1112696.745,experience:106000,106000,7063021
106,piercing:2160673,5000000,piercing,2160673,100,100,5000000,0,0,0,4011.515845,0,66400,0,1124041.653,experience:106000,106000,7169021
107,electrumBar:2600,5000000,electrumBar,2600,100,100,5000000,0,2600,0,4069.386215,0,69000,0,1148606.78,experience:106000,106000,7275021
108,piercing:2160673,5000000,piercing,2160673,100,100,5000000,0,0,0,4127.256586,0,69000,0,1159951.688,experience:106000,106000,7381021
109,electrumBar:2650,5000000,electrumBar,2650,100,100,5000000,0,2650,0,4185.126956,0,71650,0,1184771.05,experience:106000,106000,7487021
110,piercing:2160673,5000000,piercing,2160673,100,100,5000000,0,0,0,4242.997326,0,71650,0,1196115.958,experience:106000,106000,7593021
111,electrumBar:2700,5000000,electrumBar,2700,100,100,5000000,0,2700,0,4300.867697,0,74350,0,1221189.555,experience:106000,106000,7699021
112,piercing:2160674,5000000,piercing,2160674,100,100,5000000,0,0,0,4358.738067,0,74350,0,1232534.463,experience:106000,106000,7805021
113,electrumBar:2750,5000000,electrumBar,2750,100,100,5000000,0,2750,0,4416.608438,0,77100,0,1257862.295,experience:106000,106000,7911021
114,piercing:2160674,5000000,piercing,2160674,100,100,5000000,0,0,0,4474.478808,0,77100,0,1269207.203,experience:106000,106000,8017021
115,electrumBar:2800,5000000,electrumBar,2800,100,100,5000000,0,2800,0,4532.349178,0,79900,0,1294789.27,experience:106000,106000,8123021
116,piercing:2160674,5000000,piercing,2160674,100,100,5000000,0,0,0,4590.219549,0,79900,0,1306134.178,experience:106000,106000,8229021
117,electrumBar:2850,5000000,electrumBar,2850,100,100,5000000,0,2850,0,4648.089919,0,82750,0,1331970.48,experience:106000,106000,8335021
118,piercing:2160675,5000000,piercing,2160675,100,100,5000000,0,0,0,4705.960289,0,82750,0,1343315.388,experience:106000,106000,8441021
119,electrumBar:2900,5000000,electrumBar,2900,100,100,5000000,0,2900,0,4763.83066,0,85650,0,1369405.925,experience:106000,106000,8547021
120,piercing:2160675,5000000,piercing,2160675,100,100,5000000,0,0,0,4821.70103,0,85650,0,1380750.833,experience:106000,106000,8653021
121,electrumBar:2950,5000000,electrumBar,2950,100,100,5000000,0,2950,0,4879.5714,0,88600,0,1407095.605,experience:106000,106000,8759021
122,piercing:2160675,5000000,piercing,2160675,100,100,5000000,0,0,0,4937.441771,0,88600,0,1418440.513,experience:106000,106000,8865021
123,electrumBar:3000,5000000,electrumBar,3000,100,100,5000000,0,3000,0,4995.312141,0,91600,0,1445039.52,experience:106000,106000,8971021
124,piercing:2160676,5000000,piercing,2160676,100,100,5000000,0,0,0,5053.182512,0,91600,0,1456384.428,experience:106000,106000,9077021
125,electrumBar:3050,5000000,electrumBar,3050,100,100,5000000,0,3050,0,5111.052882,0,94650,0,1483237.67,experience:106000,106000,9183021
126,piercing:2160676,5000000,piercing,2160676,100,100,5000000,0,0,0,5168.923252,0,94650,0,1494582.578,experience:106000,106000,9289021
127,electrumBar:3100,5000000,electrumBar,3100,100,100,5000000,0,3100,0,5226.793623,0,97750,0,1521690.055,experience:106000,106000,9395021
128,piercing:2160676,5000000,piercing,2160676,100,100,5000000,0,0,0,5284.663993,0,97750,0,1533034.963,experience:106000,106000,9501021
129,electrumBar:3150,5000000,electrumBar,3150,100,100,5000000,0,3150,0,5342.534363,0,100900,0,1560396.675,experience:106000,106000,9607021
130,piercing:2160677,5000000,piercing,2160677,100,100,5000000,0,0,0,5400.404734,0,100900,0,1571741.583,experience:106000,106000,9713021
131,electrumBar:3200,5000000,electrumBar,3200,100,100,5000000,0,3200,0,5458.275104,0,104100,0,1599357.53,experience:106000,106000,9819021
132,piercing:2160678,5000000,piercing,2160678,100,100,5000000,0,0,0,5516.145475,0,104100,0,1610702.438,experience:106000,106000,9925021
133,electrumBar:3250,5000000,electrumBar,3250,100,100,5000000,0,3250,0,5574.015845,0,107350,0,1638572.62,experience:106000,106000,10031021
134,piercing:2160679,5000000,piercing,2160679,100,100,5000000,0,0,0,5631.886215,0,107350,0,1649917.528,experience:106000,106000,10137021
135,electrumBar:3300,5000000,electrumBar,3300,100,100,5000000,0,3300,0,5689.756586,0,110650,0,1678041.945,experience:106000,106000,10243021
136,piercing:2160680,5000000,piercing,2160680,100,100,5000000,0,0,0,5747.626956,0,110650,0,1689386.853,experience:106000,106000,10349021
137,electrumBar:3350,5000000,electrumBar,3350,100,100,5000000,0,3350,0,5805.497326,0,114000,0,1717765.505,experience:106000,106000,10455021
138,piercing:2160681,5000000,piercing,2160681,100,100,5000000,0,0,0,5863.367697,0,114000,0,1729110.413,experience:106000,106000,10561021
139,electrumBar:3400,5000000,electrumBar,3400,100,100,5000000,0,3400,0,5921.238067,0,117400,0,1757743.3,experience:106000,106000,10667021
140,piercing:2160682,5000000,piercing,2160682,100,100,5000000,0,0,0,5979.108438,0,117400,0,1769088.208,experience:106000,106000,10773021
141,electrumBar:3450,5000000,electrumBar,3450,100,100,5000000,0,3450,0,6036.978808,0,120850,0,1797975.33,experience:106000,106000,10879021
142,piercing:2160683,5000000,piercing,2160683,100,100,5000000,0,0,0,6094.849178,0,120850,0,1809320.238,experience:106000,106000,10985021
143,electrumBar:3500,5000000,electrumBar,3500,100,100,5000000,0,3500,0,6152.719549,0,124350,0,1838461.595,experience:106000,106000,11091021
144,piercing:2160684,5000000,piercing,2160684,100,100,5000000,0,0,0,6210.589919,0,124350,0,1849806.503,experience:106000,106000,11197021
145,electrumBar:3550,5000000,electrumBar,3550,100,100,5000000,0,3550,0,6268.460289,0,127900,0,1879202.095,experience:106000,106000,11303021
146,piercing:2160685,5000000,piercing,2160685,100,100,5000000,0,0,0,6326.33066,0,127900,0,1890547.003,experience:106000,106000,11409021
147,electrumBar:3600,5000000,electrumBar,3600,100,100,5000000,0,3600,0,6384.20103,0,131500,0,1920196.83,experience:106000,106000,11515021
148,piercing:2160686,5000000,piercing,2160686,100,100,5000000,0,0,0,6442.0714,0,131500,0,1931541.738,experience:106000,106000,11621021
149,electrumBar:3650,5000000,electrumBar,3650,100,100,5000000,0,3650,0,6499.941771,0,135150,0,1961445.8,experience:106000,106000,11727021
150,piercing:2160687,5000000,piercing,2160687,100,100,5000000,0,0,0,6557.812141,0,135150,0,1972790.708,experience:106000,106000,11833021
151,electrumBar:3700,5000000,electrumBar,3700,100,100,5000000,0,3700,0,6615.682512,0,138850,0,2002949.005,experience:106000,106000,11939021
152,piercing:2160688,5000000,piercing,2160688,100,100,5000000,0,0,0,6673.552882,0,138850,0,2014293.913,experience:106000,106000,12045021
153,electrumBar:3750,5000000,electrumBar,3750,100,100,5000000,0,3750,0,6731.423252,0,142600,0,2044706.445,experience:106000,106000,12151021
154,piercing:2160689,5000000,piercing,2160689,100,100,5000000,0,0,0,6789.293623,0,142600,0,2056051.353,experience:106000,106000,12257021
155,electrumBar:3800,5000000,electrumBar,3800,100,100,5000000,0,3800,0,6847.163993,0,146400,0,2086718.12,experience:106000,106000,12363021
156,piercing:2160690,5000000,piercing,2160690,100,100,5000000,0,0,0,6905.034363,0,146400,0,2098063.028,experience:106000,106000,12469021
157,electrumBar:3850,5000000,electrumBar,3850,100,100,5000000,0,3850,0,6962.904734,0,150250,0,2128984.03,experience:106000,106000,12575021
158,piercing:2160691,5000000,piercing,2160691,100,100,5000000,0,0,0,7020.775104,0,150250,0,2140328.938,experience:106000,106000,12681021
159,electrumBar:3900,5000000,electrumBar,3900,100,100,5000000,0,3900,0,7078.645475,0,154150,0,2171504.175,experience:106000,106000,12787021
160,piercing:2160692,5000000,piercing,2160692,100,100,5000000,0,0,0,7136.515845,0,154150,0,2182849.083,experience:106000,106000,12893021
161,electrumBar:3950,5000000,electrumBar,3950,100,100,5000000,0,3950,0,7194.386215,0,158100,0,2214278.555,experience:106000,106000,12999021
162,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,7252.256586,0,158100,0,2225623.463,experience:106000,106000,13105021
163,electrumBar:4000,5000000,electrumBar,4000,100,100,5000000,0,4000,0,7310.126956,0,162100,0,2257307.17,experience:106000,106000,13211021
164,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,7367.997326,0,162100,0,2268652.078,experience:106000,106000,13317021
165,electrumBar:4050,5000000,electrumBar,4050,100,100,5000000,0,4050,0,7425.867697,0,166150,0,2300590.02,experience:106000,106000,13423021
166,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,7483.738067,0,166150,0,2311934.928,experience:106000,106000,13529021
167,electrumBar:4100,5000000,electrumBar,4100,100,100,5000000,0,4100,0,7541.608438,0,170250,0,2344127.105,experience:106000,106000,13635021
168,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,7599.478808,0,170250,0,2355472.013,experience:106000,106000,13741021
169,electrumBar:4150,5000000,electrumBar,4150,100,100,5000000,0,4150,0,7657.349178,0,174400,0,2387918.425,experience:106000,106000,13847021
170,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,7715.219549,0,174400,0,2399263.333,experience:106000,106000,13953021
171,electrumBar:4200,5000000,electrumBar,4200,100,100,5000000,0,4200,0,7773.089919,0,178600,0,2431963.98,experience:106000,106000,14059021
172,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,7830.960289,0,178600,0,2443308.888,experience:106000,106000,14165021
173,electrumBar:4250,5000000,electrumBar,4250,100,100,5000000,0,4250,0,7888.83066,0,182850,0,2476263.77,experience:106000,106000,14271021
174,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,7946.70103,0,182850,0,2487608.678,experience:106000,106000,14377021
175,electrumBar:4300,5000000,electrumBar,4300,100,100,5000000,0,4300,0,8004.5714,0,187150,0,2520817.795,experience:106000,106000,14483021
176,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8062.441771,0,187150,0,2532162.703,experience:106000,106000,14589021
177,electrumBar:4350,5000000,electrumBar,4350,100,100,5000000,0,4350,0,8120.312141,0,191500,0,2565626.055,experience:106000,106000,14695021
178,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8178.182512,0,191500,0,2576970.963,experience:106000,106000,14801021
179,electrumBar:4400,5000000,electrumBar,4400,100,100,5000000,0,4400,0,8236.052882,0,195900,0,2610688.55,experience:106000,106000,14907021
180,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8293.923252,0,195900,0,2622033.458,experience:106000,106000,15013021
181,electrumBar:4450,5000000,electrumBar,4450,100,100,5000000,0,4450,0,8351.793623,0,200350,0,2656005.28,experience:106000,106000,15119021
182,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8409.663993,0,200350,0,2667350.188,experience:106000,106000,15225021
183,electrumBar:4500,5000000,electrumBar,4500,100,100,5000000,0,4500,0,8467.534363,0,204850,0,2701576.245,experience:106000,106000,15331021
184,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8525.404734,0,204850,0,2712921.153,experience:106000,106000,15437021
185,electrumBar:4550,5000000,electrumBar,4550,100,100,5000000,0,4550,0,8583.275104,0,209400,0,2747401.445,experience:106000,106000,15543021
186,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8641.145475,0,209400,0,2758746.353,experience:106000,106000,15649021
187,electrumBar:4600,5000000,electrumBar,4600,100,100,5000000,0,4600,0,8699.015845,0,214000,0,2793480.88,experience:106000,106000,15755021
188,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8756.886215,0,214000,0,2804825.788,experience:106000,106000,15861021
189,electrumBar:4650,5000000,electrumBar,4650,100,100,5000000,0,4650,0,8814.756586,0,218650,0,2839814.55,experience:106000,106000,15967021
190,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8872.626956,0,218650,0,2851159.458,experience:106000,106000,16073021
191,electrumBar:4700,5000000,electrumBar,4700,100,100,5000000,0,4700,0,8930.497326,0,223350,0,2886402.455,experience:106000,106000,16179021
192,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,8988.367697,0,223350,0,2897747.363,experience:106000,106000,16285021
193,electrumBar:4750,5000000,electrumBar,4750,100,100,5000000,0,4750,0,9046.238067,0,228100,0,2933244.595,experience:106000,106000,16391021
194,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,9104.108438,0,228100,0,2944589.503,experience:106000,106000,16497021
195,electrumBar:4800,5000000,electrumBar,4800,100,100,5000000,0,4800,0,9161.978808,0,232900,0,2980340.97,experience:106000,106000,16603021
196,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,9219.849178,0,232900,0,2991685.878,experience:106000,106000,16709021
197,electrumBar:4850,5000000,electrumBar,4850,100,100,5000000,0,4850,0,9277.719549,0,237750,0,3027691.58,experience:106000,106000,16815021
198,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,9335.589919,0,237750,0,3039036.488,experience:106000,106000,16921021
199,electrumBar:4900,5000000,electrumBar,4900,100,100,5000000,0,4900,0,9393.460289,0,242650,0,3075296.425,experience:106000,106000,17027021
200,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,9451.33066,0,242650,0,3086641.333,experience:106000,106000,17133021
