level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,time_culmative(days),elementalEmber_culmative,electrumBar_culmative,cosmicCharge_culmative,culmative_rubble,upgradeReward,XP,XP_culmative
78,piercing:2109552,5000000,piercing,2109552,50,10,500000,0,0,0,249.0919757,71800,0,0,292219.6313,experience:106000,106000,4201021
79,elementalEmber:8100,5000000,elementalEmber,8100,50,10,500000,4050,0,0,254.8790127,75850,0,0,307082.8121,experience:106000,106000,4307021
80,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,260.6660498,75850,0,0,308217.3028,experience:106000,106000,4413021
81,elementalEmber:8400,5000000,elementalEmber,8400,50,10,500000,4200,0,0,266.4530868,80050,0,0,323588.9536,experience:106000,106000,4519021
82,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,272.2401238,80050,0,0,324723.4443,experience:106000,106000,4625021
83,elementalEmber:8700,5000000,elementalEmber,8700,50,10,500000,4350,0,0,278.0271609,84400,0,0,340603.5651,experience:106000,106000,4731021
84,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,283.8141979,84400,0,0,341738.0558,experience:106000,106000,4837021
85,elementalEmber:9000,5000000,elementalEmber,9000,50,10,500000,4500,0,0,289.601235,88900,0,0,358126.6466,experience:106000,106000,4943021
86,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,295.388272,88900,0,0,359261.1373,experience:106000,106000,5049021
87,elementalEmber:9300,5000000,elementalEmber,9300,50,10,500000,4650,0,0,301.175309,93550,0,0,376158.1981,experience:106000,106000,5155021
88,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,306.9623461,93550,0,0,377292.6888,experience:106000,106000,5261021
89,elementalEmber:9600,5000000,elementalEmber,9600,50,10,500000,4800,0,0,312.7493831,98350,0,0,394698.2196,experience:106000,106000,5367021
90,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,318.5364201,98350,0,0,395832.7103,experience:106000,106000,5473021
91,elementalEmber:9900,5000000,elementalEmber,9900,50,10,500000,4950,0,0,324.3234572,103300,0,0,413746.7111,experience:106000,106000,5579021
92,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,330.1104942,103300,0,0,414881.2018,experience:106000,106000,5685021
93,elementalEmber:10200,5000000,elementalEmber,10200,50,10,500000,5100,0,0,335.8975313,108400,0,0,433303.6726,experience:106000,106000,5791021
94,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,341.6845683,108400,0,0,434438.1633,experience:106000,106000,5897021
95,elementalEmber:10500,5000000,elementalEmber,10500,50,10,500000,5250,0,0,347.4716053,113650,0,0,453369.1041,experience:106000,106000,6003021
96,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,353.2586424,113650,0,0,454503.5948,experience:106000,106000,6109021
97,elementalEmber:10800,5000000,elementalEmber,10800,50,10,500000,5400,0,0,359.0456794,119050,0,0,473943.0056,experience:106000,106000,6215021
98,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,364.8327164,119050,0,0,475077.4963,experience:106000,106000,6321021
99,elementalEmber:11100,5000000,elementalEmber,11100,50,10,500000,5550,0,0,370.6197535,124600,0,0,495025.3771,experience:106000,106000,6427021
100,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,376.4067905,124600,0,0,496159.8678,experience:106000,106000,6533021
101,elementalEmber:11400,5000000,elementalEmber,11400,50,10,500000,5700,0,0,382.1938275,130300,0,0,516616.2186,experience:106000,106000,6639021
102,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,387.9808646,130300,0,0,517750.7093,experience:106000,106000,6745021
103,elementalEmber:11700,5000000,elementalEmber,11700,50,10,500000,5850,0,0,393.7679016,136150,0,0,538715.5301,experience:106000,106000,6851021
104,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,399.5549387,136150,0,0,539850.0208,experience:106000,106000,6957021
105,elementalEmber:12000,5000000,elementalEmber,12000,50,10,500000,6000,0,0,405.3419757,142150,0,0,561323.3116,experience:106000,106000,7063021
106,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,411.1290127,142150,0,0,562457.8023,experience:106000,106000,7169021
107,elementalEmber:12300,5000000,elementalEmber,12300,50,10,500000,6150,0,0,416.9160498,148300,0,0,584439.5631,experience:106000,106000,7275021
108,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,422.7030868,148300,0,0,585574.0538,experience:106000,106000,7381021
109,elementalEmber:12600,5000000,elementalEmber,12600,50,10,500000,6300,0,0,428.4901238,154600,0,0,608064.2846,experience:106000,106000,7487021
110,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,434.2771609,154600,0,0,609198.7753,experience:106000,106000,7593021
111,elementalEmber:12900,5000000,elementalEmber,12900,50,10,500000,6450,0,0,440.0641979,161050,0,0,632197.4761,experience:106000,106000,7699021
112,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,445.851235,161050,0,0,633331.9668,experience:106000,106000,7805021
113,elementalEmber:13200,5000000,elementalEmber,13200,50,10,500000,6600,0,0,451.638272,167650,0,0,656839.1376,experience:106000,106000,7911021
114,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,457.425309,167650,0,0,657973.6283,experience:106000,106000,8017021
115,elementalEmber:13500,5000000,elementalEmber,13500,50,10,500000,6750,0,0,463.2123461,174400,0,0,681989.2691,experience:106000,106000,8123021
116,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,468.9993831,174400,0,0,683123.7598,experience:106000,106000,8229021
117,elementalEmber:13800,5000000,elementalEmber,13800,50,10,500000,6900,0,0,474.7864201,181300,0,0,707647.8706,experience:106000,106000,8335021
118,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,480.5734572,181300,0,0,708782.3613,experience:106000,106000,8441021
119,elementalEmber:14100,5000000,elementalEmber,14100,50,10,500000,7050,0,0,486.3604942,188350,0,0,733814.9421,experience:106000,106000,8547021
120,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,492.1475313,188350,0,0,734949.4328,experience:106000,106000,8653021
121,elementalEmber:14400,5000000,elementalEmber,14400,50,10,500000,7200,0,0,497.9345683,195550,0,0,760490.4836,experience:106000,106000,8759021
122,piercing:2160673,5000000,piercing,2160673,50,10,500000,0,0,0,503.7216053,195550,0,0,761624.9743,experience:106000,106000,8865021
123,elementalEmber:14700,5000000,elementalEmber,14700,50,10,500000,7350,0,0,509.5086424,202900,0,0,787674.4951,experience:106000,106000,8971021
124,piercing:2160674,5000000,piercing,2160674,50,10,500000,0,0,0,515.2956794,202900,0,0,788808.9858,experience:106000,106000,9077021
125,elementalEmber:15000,5000000,elementalEmber,15000,50,10,500000,7500,0,0,521.0827164,210400,0,0,815366.9766,experience:106000,106000,9183021
126,piercing:2160675,5000000,piercing,2160675,50,10,500000,0,0,0,526.8697535,210400,0,0,816501.4673,experience:106000,106000,9289021
127,elementalEmber:15300,5000000,elementalEmber,15300,50,10,500000,7650,0,0,532.6567905,218050,0,0,843567.9281,experience:106000,106000,9395021
128,piercing:2160676,5000000,piercing,2160676,50,10,500000,0,0,0,538.4438275,218050,0,0,844702.4188,experience:106000,106000,9501021
129,elementalEmber:15600,5000000,elementalEmber,15600,50,10,500000,7800,0,0,544.2308646,225850,0,0,872277.3496,experience:106000,106000,9607021
130,piercing:2160677,5000000,piercing,2160677,50,10,500000,0,0,0,550.0179016,225850,0,0,873411.8403,experience:106000,106000,9713021
131,elementalEmber:15900,5000000,elementalEmber,15900,50,10,500000,7950,0,0,555.8049387,233800,0,0,901495.2411,experience:106000,106000,9819021
132,piercing:2160678,5000000,piercing,2160678,50,10,500000,0,0,0,561.5919757,233800,0,0,902629.7318,experience:106000,106000,9925021
133,elementalEmber:16200,5000000,elementalEmber,16200,50,10,500000,8100,0,0,567.3790127,241900,0,0,931221.6026,experience:106000,106000,10031021
134,piercing:2160679,5000000,piercing,2160679,50,10,500000,0,0,0,573.1660498,241900,0,0,932356.0933,experience:106000,106000,10137021
135,elementalEmber:16500,5000000,elementalEmber,16500,50,10,500000,8250,0,0,578.9530868,250150,0,0,961456.4341,experience:106000,106000,10243021
136,piercing:2160680,5000000,piercing,2160680,55,10,500000,0,0,0,584.7401238,250150,0,0,962590.9248,experience:106000,106000,10349021
137,elementalEmber:16800,5000000,elementalEmber,16800,55,10,500000,9240,0,0,590.5271609,259390,0,0,995047.1676,experience:106000,106000,10455021
138,piercing:2160681,5000000,piercing,2160681,55,10,500000,0,0,0,596.3141979,259390,0,0,996181.6583,experience:106000,106000,10561021
139,elementalEmber:17100,5000000,elementalEmber,17100,55,10,500000,9405,0,0,602.101235,268795,0,0,1029197.218,experience:106000,106000,10667021
140,piercing:2160682,5000000,piercing,2160682,55,10,500000,0,0,0,607.888272,268795,0,0,1030331.709,experience:106000,106000,10773021
141,elementalEmber:17400,5000000,elementalEmber,17400,55,10,500000,9570,0,0,613.675309,278365,0,0,1063906.586,experience:106000,106000,10879021
142,piercing:2160683,5000000,piercing,2160683,55,10,500000,0,0,0,619.4623461,278365,0,0,1065041.076,experience:106000,106000,10985021
143,elementalEmber:17700,5000000,elementalEmber,17700,55,10,500000,9735,0,0,625.2493831,288100,0,0,1099175.27,experience:106000,106000,11091021
144,piercing:2160684,5000000,piercing,2160684,55,10,500000,0,0,0,631.0364201,288100,0,0,1100309.761,experience:106000,106000,11197021
145,elementalEmber:18000,5000000,elementalEmber,18000,55,10,500000,9900,0,0,636.8234572,298000,0,0,1135003.272,experience:106000,106000,11303021
146,piercing:2160685,5000000,piercing,2160685,60,60,3000000,0,0,0,671.5456794,298000,0,0,1141810.216,experience:106000,106000,11409021
147,elementalEmber:18300,5000000,elementalEmber,18300,60,60,3000000,10980,0,0,706.2679016,308980,0,0,1185837.165,experience:106000,106000,11515021
148,piercing:2160686,5000000,piercing,2160686,60,60,3000000,0,0,0,740.9901238,308980,0,0,1192644.109,experience:106000,106000,11621021
149,elementalEmber:18600,5000000,elementalEmber,18600,60,60,3000000,11160,0,0,775.7123461,320140,0,0,1237281.222,experience:106000,106000,11727021
150,piercing:2160687,5000000,piercing,2160687,60,60,3000000,0,0,0,810.4345683,320140,0,0,1244088.166,experience:106000,106000,11833021
151,elementalEmber:18900,5000000,elementalEmber,18900,60,60,3000000,11340,0,0,845.1567905,331480,0,0,1289335.443,experience:106000,106000,11939021
152,piercing:2160688,5000000,piercing,2160688,60,60,3000000,0,0,0,879.8790127,331480,0,0,1296142.387,experience:106000,106000,12045021
153,elementalEmber:18901,5000000,elementalEmber,18901,60,60,3000000,11341,0,0,914.601235,342821,0,0,1341393.053,experience:106000,106000,12151021
154,piercing:2160689,5000000,piercing,2160689,60,60,3000000,0,0,0,949.3234572,342821,0,0,1348199.998,experience:106000,106000,12257021
155,elementalEmber:18902,5000000,elementalEmber,18902,60,60,3000000,11341,0,0,984.0456794,354162,0,0,1393450.664,experience:106000,106000,12363021
156,piercing:2160690,5000000,piercing,2160690,65,65,3250000,0,0,0,1021.66142,354162,0,0,1400824.854,experience:106000,106000,12469021
157,elementalEmber:19202,5000000,elementalEmber,19202,65,65,3250000,12481,0,0,1059.277161,366643,0,0,1450507.138,experience:106000,106000,12575021
158,piercing:2160691,5000000,piercing,2160691,65,65,3250000,0,0,0,1096.892902,366643,0,0,1457881.328,experience:106000,106000,12681021
159,elementalEmber:19502,5000000,elementalEmber,19502,65,65,3250000,12676,0,0,1134.508642,379319,0,0,1508224.622,experience:106000,106000,12787021
160,piercing:2160692,5000000,piercing,2160692,65,65,3250000,0,0,0,1172.124383,379319,0,0,1515598.812,experience:106000,106000,12893021
161,elementalEmber:19802,5000000,elementalEmber,19802,65,65,3250000,12871,0,0,1209.740124,392190,0,0,1566603.118,experience:106000,106000,12999021
162,piercing:2160693,5000000,piercing,2160693,65,65,3250000,0,0,0,1247.355865,392190,0,0,1573977.308,experience:106000,106000,13105021
163,elementalEmber:20102,5000000,elementalEmber,20102,65,65,3250000,13066,0,0,1284.971605,405256,0,0,1625642.624,experience:106000,106000,13211021
164,piercing:2160694,5000000,piercing,2160694,65,65,3250000,0,0,0,1322.587346,405256,0,0,1633016.814,experience:106000,106000,13317021
165,elementalEmber:20402,5000000,elementalEmber,20402,65,65,3250000,13261,0,0,1360.203087,418517,0,0,1685343.142,experience:106000,106000,13423021
166,piercing:2160695,5000000,piercing,2160695,75,75,3750000,0,0,0,1403.605865,418517,0,0,1693851.823,experience:106000,106000,13529021
167,elementalEmber:20702,5000000,elementalEmber,20702,75,75,3750000,15527,0,0,1447.008642,434044,0,0,1754993.928,experience:106000,106000,13635021
168,piercing:2160696,5000000,piercing,2160696,75,75,3750000,0,0,0,1490.41142,434044,0,0,1763502.608,experience:106000,106000,13741021
169,elementalEmber:21002,5000000,elementalEmber,21002,75,75,3750000,15752,0,0,1533.814198,449796,0,0,1825407.419,experience:106000,106000,13847021
170,piercing:2160697,5000000,piercing,2160697,75,75,3750000,0,0,0,1577.216976,449796,0,0,1833916.099,experience:106000,106000,13953021
171,elementalEmber:21302,5000000,elementalEmber,21302,75,75,3750000,15977,0,0,1620.619753,465773,0,0,1896583.614,experience:106000,106000,14059021
172,piercing:2160698,5000000,piercing,2160698,75,75,3750000,0,0,0,1664.022531,465773,0,0,1905092.295,experience:106000,106000,14165021
173,elementalEmber:21602,5000000,elementalEmber,21602,75,75,3750000,16202,0,0,1707.425309,481975,0,0,1968522.515,experience:106000,106000,14271021
174,piercing:2160699,5000000,piercing,2160699,75,75,3750000,0,0,0,1750.828087,481975,0,0,1977031.196,experience:106000,106000,14377021
175,elementalEmber:21902,5000000,elementalEmber,21902,75,75,3750000,16427,0,0,1794.230865,498402,0,0,2041224.121,experience:106000,106000,14483021
176,piercing:2160700,5000000,piercing,2160700,85,85,4250000,0,0,0,1843.420679,498402,0,0,2050867.293,experience:106000,106000,14589021
177,elementalEmber:22202,5000000,elementalEmber,22202,85,85,4250000,18872,0,0,1892.610494,517274,0,0,2124482.77,experience:106000,106000,14695021
178,piercing:2160701,5000000,piercing,2160701,85,85,4250000,0,0,0,1941.800309,517274,0,0,2134125.941,experience:106000,106000,14801021
179,elementalEmber:22502,5000000,elementalEmber,22502,85,85,4250000,19127,0,0,1990.990124,536401,0,0,2208605.817,experience:106000,106000,14907021
180,piercing:2160702,5000000,piercing,2160702,85,85,4250000,0,0,0,2040.179939,536401,0,0,2218248.988,experience:106000,106000,15013021
181,elementalEmber:22802,5000000,elementalEmber,22802,85,85,4250000,19382,0,0,2089.369753,555783,0,0,2293593.263,experience:106000,106000,15119021
182,piercing:2160703,5000000,piercing,2160703,85,85,4250000,0,0,0,2138.559568,555783,0,0,2303236.435,experience:106000,106000,15225021
183,elementalEmber:23102,5000000,elementalEmber,23102,85,85,4250000,19637,0,0,2187.749383,575420,0,0,2379445.109,experience:106000,106000,15331021
184,piercing:2160704,5000000,piercing,2160704,85,85,4250000,0,0,0,2236.939198,575420,0,0,2389088.28,experience:106000,106000,15437021
185,elementalEmber:23402,5000000,elementalEmber,23402,85,85,4250000,19892,0,0,2286.129013,595312,0,0,2466161.353,experience:106000,106000,15543021
186,piercing:2160705,5000000,piercing,2160705,90,90,4500000,0,0,0,2338.212346,595312,0,0,2476371.77,experience:106000,106000,15649021
187,elementalEmber:23702,5000000,elementalEmber,23702,90,90,4500000,21332,0,0,2390.295679,616644,0,0,2558893.4,experience:106000,106000,15755021
188,piercing:2160706,5000000,piercing,2160706,90,90,4500000,0,0,0,2442.379013,616644,0,0,2569103.817,experience:106000,106000,15861021
189,elementalEmber:24002,5000000,elementalEmber,24002,90,90,4500000,21602,0,0,2494.462346,638246,0,0,2652540.693,experience:106000,106000,15967021
190,piercing:2160707,5000000,piercing,2160707,90,90,4500000,0,0,0,2546.545679,638246,0,0,2662751.11,experience:106000,106000,16073021
191,elementalEmber:24302,5000000,elementalEmber,24302,90,90,4500000,21872,0,0,2598.629013,660118,0,0,2747103.232,experience:106000,106000,16179021
192,piercing:2160708,5000000,piercing,2160708,90,90,4500000,0,0,0,2650.712346,660118,0,0,2757313.649,experience:106000,106000,16285021
193,elementalEmber:24602,5000000,elementalEmber,24602,90,90,4500000,22142,0,0,2702.795679,682260,0,0,2842581.017,experience:106000,106000,16391021
194,piercing:2160709,5000000,piercing,2160709,90,90,4500000,0,0,0,2754.879013,682260,0,0,2852791.434,experience:106000,106000,16497021
195,elementalEmber:24902,5000000,elementalEmber,24902,90,90,4500000,22412,0,0,2806.962346,704672,0,0,2938974.048,experience:106000,106000,16603021
196,piercing:2160710,5000000,piercing,2160710,100,100,5000000,0,0,0,2864.832716,704672,0,0,2950318.956,experience:106000,106000,16709021
197,elementalEmber:25202,5000000,elementalEmber,25202,100,100,5000000,25202,0,0,2922.703087,729874,0,0,3047093.603,experience:106000,106000,16815021
198,piercing:2160711,5000000,piercing,2160711,100,100,5000000,0,0,0,2980.573457,729874,0,0,3058438.511,experience:106000,106000,16921021
