level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,time_culmative(days),elementalEmber_culmative,electrumBar_culmative,cosmicCharge_culmative,culmative_rubble,upgradeReward,XP,XP_culmative
25,piercing:299904,864000,piercing,299904,50,10,86400,0,0,0,16.83125,0,0,0,3299.598277,experience:19200,19200,111511
26,piercing:340800,936000,piercing,340800,50,10,93600,0,0,0,17.91458333,0,0,0,3511.974945,experience:20800,20800,132311
27,piercing:381696,1080000,piercing,381696,50,10,108000,0,0,0,19.16458333,0,0,0,3757.024947,experience:24000,24000,156311
28,piercing:422592,1152000,piercing,422592,50,10,115200,0,0,0,20.49791667,0,0,0,4018.411616,experience:25600,25600,181911
29,piercing:463488,1224000,piercing,463488,50,10,122400,0,0,0,21.91458333,0,0,0,4296.134952,experience:27200,27200,209111
30,piercing:504384,1224000,piercing,504384,50,10,122400,0,0,0,23.33125,0,0,0,4573.858287,experience:30400,30400,239511
31,piercing:545280,1370990,piercing,545280,50,10,137099,0,0,0,24.91804398,0,0,0,4884.933382,experience:32000,32000,271511
32,piercing:586176,1468800,piercing,586176,50,10,146880,0,0,0,26.61804398,0,0,0,5218.201385,experience:33600,33600,305111
33,piercing:627072,1566720,piercing,627072,50,10,156672,0,0,0,28.43137731,0,0,0,5573.687254,experience:33600,33600,338711
34,piercing:667968,1664640,piercing,667968,50,10,166464,0,0,0,30.35804398,0,0,0,5951.390991,experience:33600,33600,372311
35,piercing:708864,1762560,piercing,708864,50,10,176256,0,0,0,32.39804398,0,0,0,6351.312594,experience:33600,33600,405911
36,piercing:749760,1762560,piercing,749760,50,10,176256,0,0,0,34.43804398,0,0,0,6751.234197,experience:33600,33600,439511
37,piercing:790656,1762560,piercing,790656,50,10,176256,0,0,0,36.47804398,0,0,0,7151.1558,experience:33600,33600,473111
38,piercing:831552,1762560,piercing,831552,50,10,176256,0,0,0,38.51804398,0,0,0,7551.077404,experience:33600,33600,506711
39,piercing:872448,1762560,piercing,872448,50,10,176256,0,0,0,40.55804398,0,0,0,7950.999007,experience:33600,33600,540311
40,piercing:913344,1762560,piercing,913344,50,10,176256,0,0,0,42.59804398,0,0,0,8350.92061,experience:33600,33600,573911
41,piercing:954240,2290604,piercing,954240,50,10,229060.4,0,0,0,45.24920602,0,0,0,8870.65442,experience:35349,35349,609260
42,piercing:995136,2743903,piercing,995136,50,10,274390.3,0,0,0,48.42501968,0,0,0,9493.240935,experience:42345,42345,651605
43,piercing:1036032,3197201,piercing,1036032,50,10,319720.1,0,0,0,52.1254838,0,0,0,10218.67993,experience:49340,49340,700945
44,piercing:1076928,3650500,piercing,1076928,50,10,365050,0,0,0,56.35059954,0,0,0,11046.97162,experience:56335,56335,757280
45,piercing:1117824,4103799,piercing,1117824,50,10,410379.9,0,0,0,61.1003669,0,0,0,11978.11602,experience:63331,63331,820611
46,piercing:1158720,4177339,piercing,1158720,50,10,417733.9,0,0,0,65.93525,0,0,0,12925.94652,experience:70326,70326,890937
47,piercing:1199616,4314507,piercing,1199616,50,10,431450.7,0,0,0,70.92889236,0,0,0,13904.90017,experience:77321,77321,968258
48,piercing:1240512,4553079,piercing,1240512,50,10,455307.9,0,0,0,76.19865972,0,0,0,14937.98537,experience:84317,84317,1052575
49,piercing:1281408,4602106,piercing,1281408,50,10,460210.6,0,0,0,81.5251713,0,0,0,15982.19471,experience:91312,91312,1143887
50,piercing:1322304,4777719,piercing,1322304,50,10,477771.9,0,0,0,87.05493866,0,0,0,17066.25031,experience:98307,98307,1242194
51,piercing:1342752,5000000,piercing,1342752,50,10,500000,0,0,0,92.84197569,0,0,0,18200.74106,experience:101805,101805,1343999
52,piercing:1363200,5000000,piercing,1363200,50,10,500000,0,0,0,98.62901273,0,0,0,19335.23181,experience:105303,105303,1449302
53,piercing:1383648,5000000,piercing,1383648,50,10,500000,0,0,0,104.4160498,0,0,0,20469.72256,experience:106000,106000,1555302
54,piercing:1404096,5000000,piercing,1404096,50,10,500000,0,0,0,110.2030868,0,0,0,21604.21331,experience:106000,106000,1661302
55,piercing:1424544,5000000,piercing,1424544,50,10,500000,0,0,0,115.9901238,0,0,0,22738.70406,experience:106000,106000,1767302
56,piercing:1444992,5000000,piercing,1444992,50,10,500000,0,0,0,121.7771609,0,0,0,23873.19481,experience:106000,106000,1873302
57,piercing:1465440,5000000,piercing,1465440,50,10,500000,0,0,0,127.5641979,0,0,0,25007.68556,experience:106000,106000,1979302
58,piercing:1485888,5000000,piercing,1485888,50,10,500000,0,0,0,133.351235,0,0,0,26142.17631,experience:106000,106000,2085302
59,piercing:1506336,5000000,piercing,1506336,50,10,500000,0,0,0,139.138272,0,0,0,27276.66706,experience:106000,106000,2191302
60,piercing:1526784,5000000,piercing,1526784,50,10,500000,0,0,0,144.925309,0,0,0,28411.15781,experience:106000,106000,2297302
61,piercing:1751712,5000000,piercing,1751712,50,10,500000,0,0,0,150.7123461,0,0,0,29545.64856,experience:106000,106000,2403302
62,piercing:1772160,5000000,piercing,1772160,50,10,500000,0,0,0,156.4993831,0,0,0,30680.13931,experience:106000,106000,2509302
63,piercing:1792608,5000000,piercing,1792608,50,10,500000,0,0,0,162.2864201,0,0,0,31814.63006,experience:106000,106000,2615302
64,piercing:1813056,5000000,piercing,1813056,50,10,500000,0,0,0,168.0734572,0,0,0,32949.12081,experience:106000,106000,2721302
65,piercing:1833504,5000000,piercing,1833504,50,10,500000,0,0,0,173.8604942,0,0,0,34083.61156,experience:106000,106000,2827302
66,piercing:1853952,5000000,piercing,1853952,50,10,500000,0,0,0,179.6475313,0,0,0,35218.10231,experience:106000,106000,2933302
67,piercing:1874400,5000000,piercing,1874400,50,10,500000,0,0,0,185.4345683,0,0,0,36352.59306,experience:106000,106000,3039302
68,piercing:1894848,5000000,piercing,1894848,50,10,500000,0,0,0,191.2216053,0,0,0,37487.08381,experience:106000,106000,3145302
69,piercing:1915296,5000000,piercing,1915296,50,10,500000,0,0,0,197.0086424,0,0,0,38621.57456,experience:106000,106000,3251302
70,piercing:1935744,5000000,piercing,1935744,50,10,500000,0,0,0,202.7956794,0,0,0,39756.06531,experience:106000,106000,3357302
71,piercing:1956192,5000000,piercing,1956192,50,10,500000,0,0,0,208.5827164,0,0,0,40890.55606,experience:106000,106000,3463302
72,piercing:1976640,5000000,piercing,1976640,50,10,500000,0,0,0,214.3697535,0,0,0,42025.04681,experience:106000,106000,3569302
73,piercing:1997088,5000000,piercing,1997088,50,10,500000,0,0,0,220.1567905,0,0,0,43159.53756,experience:106000,106000,3675302
74,piercing:2017536,5000000,piercing,2017536,50,10,500000,0,0,0,225.9438275,0,0,0,44294.02831,experience:106000,106000,3781302
75,piercing:2037984,5000000,piercing,2037984,50,10,500000,0,0,0,231.7308646,0,0,0,45428.51906,experience:106000,106000,3887302
76,piercing:2058432,5000000,piercing,2058432,50,10,500000,0,0,0,237.5179016,0,0,0,46563.00981,experience:106000,106000,3993302
77,piercing:2089104,5000000,piercing,2089104,50,10,500000,0,0,0,243.3049387,0,0,0,47697.50056,experience:106000,106000,4099302
78,piercing:2109552,5000000,piercing,2109552,50,10,500000,0,0,0,249.0919757,0,0,0,48831.99131,experience:106000,106000,4205302
79,piercing:2130000,5000000,piercing,2130000,50,10,500000,0,0,0,254.8790127,0,0,0,49966.48206,experience:106000,106000,4311302
80,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,260.6660498,0,0,0,51100.97281,experience:106000,106000,4417302
81,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,266.4530868,0,0,0,52235.46356,experience:106000,106000,4523302
82,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,272.2401238,0,0,0,53369.95431,experience:106000,106000,4629302
83,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,278.0271609,0,0,0,54504.44506,experience:106000,106000,4735302
84,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,283.8141979,0,0,0,55638.93581,experience:106000,106000,4841302
85,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,289.601235,0,0,0,56773.42656,experience:106000,106000,4947302
86,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,295.388272,0,0,0,57907.91731,experience:106000,106000,5053302
87,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,301.175309,0,0,0,59042.40806,experience:106000,106000,5159302
88,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,306.9623461,0,0,0,60176.89881,experience:106000,106000,5265302
89,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,312.7493831,0,0,0,61311.38956,experience:106000,106000,5371302
90,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,318.5364201,0,0,0,62445.88031,experience:106000,106000,5477302
91,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,324.3234572,0,0,0,63580.37106,experience:106000,106000,5583302
92,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,330.1104942,0,0,0,64714.86181,experience:106000,106000,5689302
93,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,335.8975313,0,0,0,65849.35256,experience:106000,106000,5795302
94,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,341.6845683,0,0,0,66983.84331,experience:106000,106000,5901302
95,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,347.4716053,0,0,0,68118.33406,experience:106000,106000,6007302
96,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,353.2586424,0,0,0,69252.82481,experience:106000,106000,6113302
97,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,359.0456794,0,0,0,70387.31556,experience:106000,106000,6219302
98,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,364.8327164,0,0,0,71521.80631,experience:106000,106000,6325302
99,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,370.6197535,0,0,0,72656.29706,experience:106000,106000,6431302
100,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,376.4067905,0,0,0,73790.78781,experience:106000,106000,6537302
101,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,382.1938275,0,0,0,74925.27856,experience:106000,106000,6643302
102,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,387.9808646,0,0,0,76059.76931,experience:106000,106000,6749302
103,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,393.7679016,0,0,0,77194.26006,experience:106000,106000,6855302
104,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,399.5549387,0,0,0,78328.75081,experience:106000,106000,6961302
105,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,405.3419757,0,0,0,79463.24156,experience:106000,106000,7067302
106,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,411.1290127,0,0,0,80597.73231,experience:106000,106000,7173302
107,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,416.9160498,0,0,0,81732.22306,experience:106000,106000,7279302
108,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,422.7030868,0,0,0,82866.71381,experience:106000,106000,7385302
109,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,428.4901238,0,0,0,84001.20456,experience:106000,106000,7491302
110,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,434.2771609,0,0,0,85135.69531,experience:106000,106000,7597302
111,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,440.0641979,0,0,0,86270.18606,experience:106000,106000,7703302
112,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,445.851235,0,0,0,87404.67681,experience:106000,106000,7809302
113,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,451.638272,0,0,0,88539.16756,experience:106000,106000,7915302
114,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,457.425309,0,0,0,89673.65831,experience:106000,106000,8021302
115,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,463.2123461,0,0,0,90808.14906,experience:106000,106000,8127302
116,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,468.9993831,0,0,0,91942.63981,experience:106000,106000,8233302
117,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,474.7864201,0,0,0,93077.13056,experience:106000,106000,8339302
118,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,480.5734572,0,0,0,94211.62131,experience:106000,106000,8445302
119,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,486.3604942,0,0,0,95346.11206,experience:106000,106000,8551302
120,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,492.1475313,0,0,0,96480.60281,experience:106000,106000,8657302
121,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,497.9345683,0,0,0,97615.09356,experience:106000,106000,8763302
122,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,503.7216053,0,0,0,98749.58431,experience:106000,106000,8869302
123,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,509.5086424,0,0,0,99884.07506,experience:106000,106000,8975302
124,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,515.2956794,0,0,0,101018.5658,experience:106000,106000,9081302
125,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,521.0827164,0,0,0,102153.0566,experience:106000,106000,9187302
126,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,526.8697535,0,0,0,103287.5473,experience:106000,106000,9293302
127,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,532.6567905,0,0,0,104422.0381,experience:106000,106000,9399302
128,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,538.4438275,0,0,0,105556.5288,experience:106000,106000,9505302
129,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,544.2308646,0,0,0,106691.0196,experience:106000,106000,9611302
130,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,550.0179016,0,0,0,107825.5103,experience:106000,106000,9717302
131,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,555.8049387,0,0,0,108960.0011,experience:106000,106000,9823302
132,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,561.5919757,0,0,0,110094.4918,experience:106000,106000,9929302
133,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,567.3790127,0,0,0,111228.9826,experience:106000,106000,10035302
134,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,573.1660498,0,0,0,112363.4733,experience:106000,106000,10141302
135,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,578.9530868,0,0,0,113497.9641,experience:106000,106000,10247302
136,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,584.7401238,0,0,0,114632.4548,experience:106000,106000,10353302
137,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,590.5271609,0,0,0,115766.9456,experience:106000,106000,10459302
138,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,596.3141979,0,0,0,116901.4363,experience:106000,106000,10565302
139,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,602.101235,0,0,0,118035.9271,experience:106000,106000,10671302
140,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,607.888272,0,0,0,119170.4178,experience:106000,106000,10777302
141,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,613.675309,0,0,0,120304.9086,experience:106000,106000,10883302
142,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,619.4623461,0,0,0,121439.3993,experience:106000,106000,10989302
143,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,625.2493831,0,0,0,122573.8901,experience:106000,106000,11095302
144,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,631.0364201,0,0,0,123708.3808,experience:106000,106000,11201302
145,piercing:2160672,5000000,piercing,2160672,55,10,500000,0,0,0,636.8234572,0,0,0,124842.8716,experience:106000,106000,11307302
146,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,671.5456794,0,0,0,131649.8161,experience:106000,106000,11413302
147,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,706.2679016,0,0,0,138456.7606,experience:106000,106000,11519302
148,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,740.9901238,0,0,0,145263.7051,experience:106000,106000,11625302
149,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,775.7123461,0,0,0,152070.6496,experience:106000,106000,11731302
150,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,810.4345683,0,0,0,158877.5941,experience:106000,106000,11837302
151,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,845.1567905,0,0,0,165684.5386,experience:106000,106000,11943302
152,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,879.8790127,0,0,0,172491.4831,experience:106000,106000,12049302
153,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,914.601235,0,0,0,179298.4276,experience:106000,106000,12155302
154,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,949.3234572,0,0,0,186105.3721,experience:106000,106000,12261302
155,piercing:2160672,5000000,piercing,2160672,60,60,3000000,0,0,0,984.0456794,0,0,0,192912.3166,experience:106000,106000,12367302
156,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1021.66142,0,0,0,200286.5064,experience:106000,106000,12473302
157,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1059.277161,0,0,0,207660.6963,experience:106000,106000,12579302
158,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1096.892902,0,0,0,215034.8862,experience:106000,106000,12685302
159,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1134.508642,0,0,0,222409.0761,experience:106000,106000,12791302
160,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1172.124383,0,0,0,229783.2659,experience:106000,106000,12897302
161,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1209.740124,0,0,0,237157.4558,experience:106000,106000,13003302
162,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1247.355865,0,0,0,244531.6457,experience:106000,106000,13109302
163,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1284.971605,0,0,0,251905.8356,experience:106000,106000,13215302
164,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1322.587346,0,0,0,259280.0254,experience:106000,106000,13321302
165,piercing:2160672,5000000,piercing,2160672,65,65,3250000,0,0,0,1360.203087,0,0,0,266654.2153,experience:106000,106000,13427302
166,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1403.605865,0,0,0,275162.8959,experience:106000,106000,13533302
167,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1447.008642,0,0,0,283671.5766,experience:106000,106000,13639302
168,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1490.41142,0,0,0,292180.2572,experience:106000,106000,13745302
169,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1533.814198,0,0,0,300688.9378,experience:106000,106000,13851302
170,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1577.216976,0,0,0,309197.6184,experience:106000,106000,13957302
171,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1620.619753,0,0,0,317706.2991,experience:106000,106000,14063302
172,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1664.022531,0,0,0,326214.9797,experience:106000,106000,14169302
173,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1707.425309,0,0,0,334723.6603,experience:106000,106000,14275302
174,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1750.828087,0,0,0,343232.3409,experience:106000,106000,14381302
175,piercing:2160672,5000000,piercing,2160672,75,75,3750000,0,0,0,1794.230865,0,0,0,351741.0216,experience:106000,106000,14487302
176,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,1843.420679,0,0,0,361384.1929,experience:106000,106000,14593302
177,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,1892.610494,0,0,0,371027.3643,experience:106000,106000,14699302
178,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,1941.800309,0,0,0,380670.5357,experience:106000,106000,14805302
179,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,1990.990124,0,0,0,390313.7071,experience:106000,106000,14911302
180,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,2040.179939,0,0,0,399956.8784,experience:106000,106000,15017302
181,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,2089.369753,0,0,0,409600.0498,experience:106000,106000,15123302
182,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,2138.559568,0,0,0,419243.2212,experience:106000,106000,15229302
183,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,2187.749383,0,0,0,428886.3926,experience:106000,106000,15335302
184,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,2236.939198,0,0,0,438529.5639,experience:106000,106000,15441302
185,piercing:2160672,5000000,piercing,2160672,85,85,4250000,0,0,0,2286.129013,0,0,0,448172.7353,experience:106000,106000,15547302
186,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2338.212346,0,0,0,458383.1521,experience:106000,106000,15653302
187,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2390.295679,0,0,0,468593.5688,experience:106000,106000,15759302
188,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2442.379013,0,0,0,478803.9856,experience:106000,106000,15865302
189,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2494.462346,0,0,0,489014.4023,experience:106000,106000,15971302
190,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2546.545679,0,0,0,499224.8191,experience:106000,106000,16077302
191,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2598.629013,0,0,0,509435.2358,experience:106000,106000,16183302
192,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2650.712346,0,0,0,519645.6526,experience:106000,106000,16289302
193,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2702.795679,0,0,0,529856.0693,experience:106000,106000,16395302
194,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2754.879013,0,0,0,540066.4861,experience:106000,106000,16501302
195,piercing:2160672,5000000,piercing,2160672,90,90,4500000,0,0,0,2806.962346,0,0,0,550276.9028,experience:106000,106000,16607302
196,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2864.832716,0,0,0,561621.8103,experience:106000,106000,16713302
197,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2922.703087,0,0,0,572966.7178,experience:106000,106000,16819302
198,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,2980.573457,0,0,0,584311.6253,experience:106000,106000,16925302
199,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3038.443828,0,0,0,595656.5328,experience:106000,106000,17031302
200,piercing:2160672,5000000,piercing,2160672,100,100,5000000,0,0,0,3096.314198,0,0,0,607001.4403,experience:106000,106000,17137302
201,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3154.184568,0,0,0,618346.3478,experience:108120,108120,17245422
202,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3212.054939,0,0,0,629691.2553,experience:108120,108120,17353542
203,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3269.925309,0,0,0,641036.1628,experience:108120,108120,17461662
204,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3327.795679,0,0,0,652381.0703,experience:108120,108120,17569782
205,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3385.66605,0,0,0,663725.9778,experience:108120,108120,17677902
206,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3443.53642,0,0,0,675070.8853,experience:108120,108120,17786022
207,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3501.406791,0,0,0,686415.7928,experience:108120,108120,17894142
208,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3559.277161,0,0,0,697760.7003,experience:108120,108120,18002262
209,piercing:2317440,5000000,piercing,2317440,100,100,5000000,0,0,0,3617.147531,0,0,0,709105.6078,experience:108120,108120,18110382
