level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,upgradeReward,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,Lumber_opt,time_cumulative(days),elementalEmber_cumulative,electrumBar_cumulative,cosmicCharge_cumulative,Lumber_cumulative,cumulative_rubble,XP,XP_cumulative
16,piercing:57617,259200,piercing,57617,50,50,experience:3000,129600,0,0,0,28809,8.03125,0,775,0,72166,5515.088763,3000,18137
17,electrumBar:350,302400,electrumBar,350,50,50,experience:3097,151200,0,175,0,0,9.78125,0,950,0,72166,6747.981266,3097,21234
18,piercing:86400,345600,piercing,86400,50,50,experience:4000,172800,0,0,0,43200,11.78125,0,950,0,115366,7140.061269,4000,25234
19,electrumBar:400,388800,electrumBar,400,50,10,experience:5334,38880,0,200,0,0,12.23125,0,1150,0,115366,8245.21927,5334,30568
20,piercing:154799,432000,piercing,154799,50,10,experience:7000,43200,0,0,0,77400,12.73125,0,1150,0,192766,8343.23927,7000,37568
21,electrumBar:450,518400,electrumBar,450,50,10,experience:9143,51840,0,225,0,0,13.33125,0,1375,0,192766,9604.920771,9143,46711
22,piercing:219599,604800,piercing,219599,50,10,experience:12000,60480,0,0,0,109800,14.03125,0,1375,0,302566,9742.148772,12000,58711
23,electrumBar:500,691200,electrumBar,500,50,10,experience:16000,69120,0,250,0,0,14.83125,0,1625,0,302566,11170.15577,16000,74711
24,piercing:269232,864000,piercing,269232,50,10,experience:17600,86400,0,0,0,134616,15.83125,0,1625,0,437182,11366.19578,17600,92311
25,electrumBar:550,864000,electrumBar,550,50,10,experience:19200,86400,0,275,0,0,16.83125,0,1900,0,437182,12960.52828,19200,111511
26,piercing:340800,936000,piercing,340800,50,10,experience:20800,93600,0,0,0,170400,17.91458333,0,1900,0,607582,13172.90495,20800,132311
27,electrumBar:600,1080000,electrumBar,600,50,10,experience:24000,108000,0,300,0,0,19.16458333,0,2200,0,607582,14943.36495,24000,156311
28,piercing:422592,1152000,piercing,422592,50,10,experience:25600,115200,0,0,0,211296,20.49791667,0,2200,0,818878,15204.75162,25600,181911
29,electrumBar:650,1224000,electrumBar,650,50,10,experience:27200,122400,0,325,0,0,21.91458333,0,2525,0,818878,17135.00245,27200,209111
30,piercing:504384,1224000,piercing,504384,50,10,experience:30400,122400,0,0,0,252192,23.33125,0,2525,0,1071070,17412.72579,30400,239511
31,electrumBar:700,1370990,electrumBar,700,50,10,experience:32000,137099,0,350,0,0,24.91804398,0,2875,0,1071070,19503.44588,32000,271511
32,piercing:586176,1468800,piercing,586176,50,10,experience:33600,146880,0,0,0,293088,26.61804398,0,2875,0,1364158,19836.71388,33600,305111
33,electrumBar:750,1566720,electrumBar,750,50,10,experience:33600,156672,0,375,0,0,28.43137731,0,3250,0,1364158,22098.96225,33600,338711
34,piercing:667968,1664640,piercing,667968,50,10,experience:33600,166464,0,0,0,333984,30.35804398,0,3250,0,1698142,22476.66599,33600,372311
35,electrumBar:800,1762560,electrumBar,800,50,10,experience:33600,176256,0,400,0,0,32.39804398,0,3650,0,1698142,24910.46759,33600,405911
36,piercing:749760,1762560,piercing,749760,50,10,experience:33600,176256,0,0,0,374880,34.43804398,0,3650,0,2073022,25310.3892,33600,439511
37,electrumBar:850,1762560,electrumBar,850,50,10,experience:33600,176256,0,425,0,0,36.47804398,0,4075,0,2073022,27871.3083,33600,473111
38,piercing:831552,1762560,piercing,831552,50,10,experience:33600,176256,0,0,0,415776,38.51804398,0,4075,0,2488798,28271.2299,33600,506711
39,electrumBar:900,1762560,electrumBar,900,50,10,experience:33600,176256,0,450,0,0,40.55804398,0,4525,0,2488798,30959.26651,33600,540311
40,piercing:913344,1762560,piercing,913344,50,10,experience:33600,176256,0,0,0,456672,42.59804398,0,4525,0,2945470,31359.18811,33600,573911
41,electrumBar:950,2290604,electrumBar,950,50,10,experience:35349,229061,0,475,0,0,45.24921296,0,5000,0,2945470,34294.15578,35349,609260
42,piercing:995136,2743903,piercing,995136,50,10,experience:42345,274391,0,0,0,497568,48.42503472,0,5000,0,3443038,34916.74388,42345,651605
43,electrumBar:1000,3197201,electrumBar,1000,50,10,experience:49340,319721,0,500,0,0,52.12550926,0,5500,0,3443038,38184.53492,49340,700945
44,piercing:1076928,3650500,piercing,1076928,50,10,experience:56335,365050,0,0,0,538464,56.350625,0,5500,0,3981502,39012.82662,56335,757280
45,electrumBar:1050,4103799,electrumBar,1050,50,10,experience:63331,410380,0,525,0,0,61.10039352,0,6025,0,3981502,42613.43874,63331,820611
46,piercing:1158720,4177339,piercing,1158720,50,10,experience:70326,417734,0,0,0,579360,65.93527778,0,6025,0,4560862,43561.26946,70326,890937
47,electrumBar:1100,4314507,electrumBar,1100,50,10,experience:77321,431451,0,550,0,0,70.92892361,0,6575,0,4560862,47336.8088,77321,968258
48,piercing:1240512,4553079,piercing,1240512,50,10,experience:84317,455308,0,0,0,620256,76.19869213,0,6575,0,5181118,48369.89423,84317,1052575
49,electrumBar:1150,4602106,electrumBar,1150,50,10,experience:91312,460211,0,575,0,0,81.52520833,0,7150,0,5181118,52337.80697,91312,1143887
50,piercing:1322304,4777719,piercing,1322304,50,10,experience:98307,477772,0,0,0,661152,87.05497685,0,7150,0,5842270,53421.8628,98307,1242194
51,electrumBar:1200,5000000,electrumBar,1200,50,10,experience:101805,500000,0,600,0,0,92.84201389,0,7750,0,5842270,57607.17355,101805,1343999
52,piercing:1363200,5000000,piercing,1363200,50,10,experience:105303,500000,0,0,0,681600,98.62905093,0,7750,0,6523870,58741.6643,105303,1449302
53,electrumBar:1250,5000000,electrumBar,1250,50,10,experience:106000,500000,0,625,0,0,104.416088,0,8375,0,6523870,63054.09255,106000,1555302
54,piercing:1404096,5000000,piercing,1404096,50,10,experience:106000,500000,0,0,0,702048,110.203125,0,8375,0,7225918,64188.5833,106000,1661302
55,electrumBar:1300,5000000,electrumBar,1300,50,10,experience:106000,500000,0,650,0,0,115.990162,0,9025,0,7225918,68628.12905,106000,1767302
56,piercing:1444992,5000000,piercing,1444992,50,10,experience:106000,500000,0,0,0,722496,121.7771991,0,9025,0,7948414,69762.6198,106000,1873302
57,electrumBar:1350,5000000,electrumBar,1350,50,10,experience:106000,500000,0,675,0,0,127.5642361,0,9700,0,7948414,74329.28305,106000,1979302
58,piercing:1485888,5000000,piercing,1485888,50,10,experience:106000,500000,0,0,0,742944,133.3512731,0,9700,0,8691358,75463.7738,106000,2085302
59,electrumBar:1400,5000000,electrumBar,1400,50,10,experience:106000,500000,0,700,0,0,139.1383102,0,10400,0,8691358,80157.55455,106000,2191302
60,piercing:1526784,5000000,piercing,1526784,50,10,experience:106000,500000,0,0,0,763392,144.9253472,0,10400,0,9454750,81292.0453,106000,2297302
61,electrumBar:1450,5000000,electrumBar,1450,50,10,experience:106000,500000,0,725,0,0,150.7123843,0,11125,0,9454750,86112.94355,106000,2403302
62,piercing:1772160,5000000,piercing,1772160,50,10,experience:106000,500000,0,0,0,886080,156.4994213,0,11125,0,10340830,87247.4343,106000,2509302
63,electrumBar:1500,5000000,electrumBar,1500,50,10,experience:106000,500000,0,750,0,0,162.2864583,0,11875,0,10340830,92195.45005,106000,2615302
64,piercing:1813056,5000000,piercing,1813056,50,10,experience:106000,500000,0,0,0,906528,168.0734954,0,11875,0,11247358,93329.9408,106000,2721302
65,electrumBar:1550,5000000,electrumBar,1550,50,10,experience:106000,500000,0,775,0,0,173.8605324,0,12650,0,11247358,98405.07405,106000,2827302
66,piercing:1853952,5000000,piercing,1853952,50,10,experience:106000,500000,0,0,0,926976,179.6475694,0,12650,0,12174334,99539.5648,106000,2933302
67,electrumBar:1600,5000000,electrumBar,1600,50,10,experience:106000,500000,0,800,0,0,185.4346065,0,13450,0,12174334,104741.8156,106000,3039302
68,piercing:1894848,5000000,piercing,1894848,50,10,experience:106000,500000,0,0,0,947424,191.2216435,0,13450,0,13121758,105876.3063,106000,3145302
69,electrumBar:1650,5000000,electrumBar,1650,50,10,experience:106000,500000,0,825,0,0,197.0086806,0,14275,0,13121758,111205.6746,106000,3251302
70,piercing:1935744,5000000,piercing,1935744,50,10,experience:106000,500000,0,0,0,967872,202.7957176,0,14275,0,14089630,112340.1653,106000,3357302
71,electrumBar:1700,5000000,electrumBar,1700,50,10,experience:106000,500000,0,850,0,0,208.5827546,0,15125,0,14089630,117796.6511,106000,3463302
72,piercing:1976640,5000000,piercing,1976640,50,10,experience:106000,500000,0,0,0,988320,214.3697917,0,15125,0,15077950,118931.1418,106000,3569302
73,electrumBar:1750,5000000,electrumBar,1750,50,10,experience:106000,500000,0,875,0,0,220.1568287,0,16000,0,15077950,124514.7451,106000,3675302
74,piercing:2017536,5000000,piercing,2017536,50,10,experience:106000,500000,0,0,0,1008768,225.9438657,0,16000,0,16086718,125649.2358,106000,3781302
75,electrumBar:1800,5000000,electrumBar,1800,50,10,experience:106000,500000,0,900,0,0,231.7309028,0,16900,0,16086718,131359.9566,106000,3887302
76,piercing:2058432,5000000,piercing,2058432,50,10,experience:106000,500000,0,0,0,1029216,237.5179398,0,16900,0,17115934,132494.4473,106000,3993302
77,electrumBar:1850,5000000,electrumBar,1850,50,10,experience:106000,500000,0,925,0,0,243.3049769,0,17825,0,17115934,138332.2856,106000,4099302
78,piercing:2109552,5000000,piercing,2109552,50,10,experience:106000,500000,0,0,0,1054776,249.0920139,0,17825,0,18170710,139466.7763,106000,4205302
79,electrumBar:1900,5000000,electrumBar,1900,50,10,experience:106000,500000,0,950,0,0,254.8790509,0,18775,0,18170710,145431.7321,106000,4311302
80,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,260.666088,0,18775,0,19251046,146566.2228,106000,4417302
81,electrumBar:1950,5000000,electrumBar,1950,50,10,experience:106000,500000,0,975,0,0,266.453125,0,19750,0,19251046,152658.2961,106000,4523302
82,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,272.240162,0,19750,0,20331382,153792.7868,106000,4629302
83,electrumBar:2000,5000000,electrumBar,2000,50,10,experience:106000,500000,0,1000,0,0,278.0271991,0,20750,0,20331382,160011.9776,106000,4735302
84,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,283.8142361,0,20750,0,21411718,161146.4683,106000,4841302
85,electrumBar:2050,5000000,electrumBar,2050,50,10,experience:106000,500000,0,1025,0,0,289.6012731,0,21775,0,21411718,167492.7766,106000,4947302
86,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,295.3883102,0,21775,0,22492054,168627.2673,106000,5053302
87,electrumBar:2100,5000000,electrumBar,2100,50,10,experience:106000,500000,0,1050,0,0,301.1753472,0,22825,0,22492054,175100.6931,106000,5159302
88,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,306.9623843,0,22825,0,23572390,176235.1838,106000,5265302
89,electrumBar:2150,5000000,electrumBar,2150,50,10,experience:106000,500000,0,1075,0,0,312.7494213,0,23900,0,23572390,182835.7271,106000,5371302
90,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,318.5364583,0,23900,0,24652726,183970.2178,106000,5477302
91,electrumBar:2200,5000000,electrumBar,2200,50,10,experience:106000,500000,0,1100,0,0,324.3234954,0,25000,0,24652726,190697.8786,106000,5583302
92,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,330.1105324,0,25000,0,25733062,191832.3693,106000,5689302
93,electrumBar:2250,5000000,electrumBar,2250,50,10,experience:106000,500000,0,1125,0,0,335.8975694,0,26125,0,25733062,198687.1476,106000,5795302
94,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,341.6846065,0,26125,0,26813398,199821.6383,106000,5901302
95,electrumBar:2300,5000000,electrumBar,2300,50,10,experience:106000,500000,0,1150,0,0,347.4716435,0,27275,0,26813398,206803.5341,106000,6007302
96,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,353.2586806,0,27275,0,27893734,207938.0248,106000,6113302
97,electrumBar:2350,5000000,electrumBar,2350,50,10,experience:106000,500000,0,1175,0,0,359.0457176,0,28450,0,27893734,215047.0381,106000,6219302
98,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,364.8327546,0,28450,0,28974070,216181.5288,106000,6325302
99,electrumBar:2400,5000000,electrumBar,2400,50,10,experience:106000,500000,0,1200,0,0,370.6197917,0,29650,0,28974070,223417.6596,106000,6431302
100,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,376.4068287,0,29650,0,30054406,224552.1503,106000,6537302
101,electrumBar:2450,5000000,electrumBar,2450,50,10,experience:106000,500000,0,1225,0,0,382.1938657,0,30875,0,30054406,231915.3986,106000,6643302
102,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,387.9809028,0,30875,0,31134742,233049.8893,106000,6749302
103,electrumBar:2500,5000000,electrumBar,2500,50,10,experience:106000,500000,0,1250,0,0,393.7679398,0,32125,0,31134742,240540.2551,106000,6855302
104,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,399.5549769,0,32125,0,32215078,241674.7458,106000,6961302
105,electrumBar:2550,5000000,electrumBar,2550,50,10,experience:106000,500000,0,1275,0,0,405.3420139,0,33400,0,32215078,249292.2291,106000,7067302
106,piercing:2160673,5000000,piercing,2160673,50,10,experience:106000,500000,0,0,0,1080337,411.1290509,0,33400,0,33295415,250426.7198,106000,7173302
107,electrumBar:2600,5000000,electrumBar,2600,50,10,experience:106000,500000,0,1300,0,0,416.916088,0,34700,0,33295415,258171.3206,106000,7279302
108,piercing:2160673,5000000,piercing,2160673,50,10,experience:106000,500000,0,0,0,1080337,422.703125,0,34700,0,34375752,259305.8113,106000,7385302
109,electrumBar:2650,5000000,electrumBar,2650,50,10,experience:106000,500000,0,1325,0,0,428.490162,0,36025,0,34375752,267177.5296,106000,7491302
110,piercing:2160673,5000000,piercing,2160673,50,10,experience:106000,500000,0,0,0,1080337,434.2771991,0,36025,0,35456089,268312.0203,106000,7597302
111,electrumBar:2700,5000000,electrumBar,2700,50,10,experience:106000,500000,0,1350,0,0,440.0642361,0,37375,0,35456089,276310.8561,106000,7703302
112,piercing:2160674,5000000,piercing,2160674,50,10,experience:106000,500000,0,0,0,1080337,445.8512731,0,37375,0,36536426,277445.3468,106000,7809302
113,electrumBar:2750,5000000,electrumBar,2750,50,10,experience:106000,500000,0,1375,0,0,451.6383102,0,38750,0,36536426,285571.3001,106000,7915302
114,piercing:2160674,5000000,piercing,2160674,50,10,experience:106000,500000,0,0,0,1080337,457.4253472,0,38750,0,37616763,286705.7908,106000,8021302
115,electrumBar:2800,5000000,electrumBar,2800,50,10,experience:106000,500000,0,1400,0,0,463.2123843,0,40150,0,37616763,294958.8616,106000,8127302
116,piercing:2160674,5000000,piercing,2160674,50,10,experience:106000,500000,0,0,0,1080337,468.9994213,0,40150,0,38697100,296093.3523,106000,8233302
117,electrumBar:2850,5000000,electrumBar,2850,50,10,experience:106000,500000,0,1425,0,0,474.7864583,0,41575,0,38697100,304473.5406,106000,8339302
118,piercing:2160675,5000000,piercing,2160675,50,10,experience:106000,500000,0,0,0,1080338,480.5734954,0,41575,0,39777438,305608.0313,106000,8445302
119,electrumBar:2900,5000000,electrumBar,2900,50,10,experience:106000,500000,0,1450,0,0,486.3605324,0,43025,0,39777438,314115.3371,106000,8551302
120,piercing:2160675,5000000,piercing,2160675,50,10,experience:106000,500000,0,0,0,1080338,492.1475694,0,43025,0,40857776,315249.8278,106000,8657302
121,electrumBar:2950,5000000,electrumBar,2950,50,10,experience:106000,500000,0,1475,0,0,497.9346065,0,44500,0,40857776,323884.2511,106000,8763302
122,piercing:2160675,5000000,piercing,2160675,50,10,experience:106000,500000,0,0,0,1080338,503.7216435,0,44500,0,41938114,325018.7418,106000,8869302
123,electrumBar:3000,5000000,electrumBar,3000,50,10,experience:106000,500000,0,1500,0,0,509.5086806,0,46000,0,41938114,333780.2826,106000,8975302
124,piercing:2160676,5000000,piercing,2160676,50,10,experience:106000,500000,0,0,0,1080338,515.2957176,0,46000,0,43018452,334914.7733,106000,9081302
125,electrumBar:3050,5000000,electrumBar,3050,50,10,experience:106000,500000,0,1525,0,0,521.0827546,0,47525,0,43018452,343803.4316,106000,9187302
126,piercing:2160676,5000000,piercing,2160676,50,10,experience:106000,500000,0,0,0,1080338,526.8697917,0,47525,0,44098790,344937.9223,106000,9293302
127,electrumBar:3100,5000000,electrumBar,3100,50,10,experience:106000,500000,0,1550,0,0,532.6568287,0,49075,0,44098790,353953.6981,106000,9399302
128,piercing:2160676,5000000,piercing,2160676,50,10,experience:106000,500000,0,0,0,1080338,538.4438657,0,49075,0,45179128,355088.1888,106000,9505302
129,electrumBar:3150,5000000,electrumBar,3150,50,10,experience:106000,500000,0,1575,0,0,544.2309028,0,50650,0,45179128,364231.0821,106000,9611302
130,piercing:2160677,5000000,piercing,2160677,50,10,experience:106000,500000,0,0,0,1080339,550.0179398,0,50650,0,46259467,365365.5728,106000,9717302
131,electrumBar:3200,5000000,electrumBar,3200,50,10,experience:106000,500000,0,1600,0,0,555.8049769,0,52250,0,46259467,374635.5836,106000,9823302
132,piercing:2160678,5000000,piercing,2160678,50,10,experience:106000,500000,0,0,0,1080339,561.5920139,0,52250,0,47339806,375770.0743,106000,9929302
133,electrumBar:3250,5000000,electrumBar,3250,50,10,experience:106000,500000,0,1625,0,0,567.3790509,0,53875,0,47339806,385167.2026,106000,10035302
134,piercing:2160679,5000000,piercing,2160679,50,10,experience:106000,500000,0,0,0,1080340,573.166088,0,53875,0,48420146,386301.6933,106000,10141302
135,electrumBar:3300,5000000,electrumBar,3300,50,10,experience:106000,500000,0,1650,0,0,578.953125,0,55525,0,48420146,395825.9391,106000,10247302
136,piercing:2160680,5000000,piercing,2160680,50,10,experience:106000,500000,0,0,0,1080340,584.740162,0,55525,0,49500486,396960.4298,106000,10353302
137,electrumBar:3350,5000000,electrumBar,3350,50,10,experience:106000,500000,0,1675,0,0,590.5271991,0,57200,0,49500486,406611.7931,106000,10459302
138,piercing:2160681,5000000,piercing,2160681,50,10,experience:106000,500000,0,0,0,1080341,596.3142361,0,57200,0,50580827,407746.2838,106000,10565302
139,electrumBar:3400,5000000,electrumBar,3400,50,10,experience:106000,500000,0,1700,0,0,602.1012731,0,58900,0,50580827,417524.7646,106000,10671302
140,piercing:2160682,5000000,piercing,2160682,50,10,experience:106000,500000,0,0,0,1080341,607.8883102,0,58900,0,51661168,418659.2553,106000,10777302
141,electrumBar:3450,5000000,electrumBar,3450,50,10,experience:106000,500000,0,1725,0,0,613.6753472,0,60625,0,51661168,428564.8536,106000,10883302
142,piercing:2160683,5000000,piercing,2160683,50,10,experience:106000,500000,0,0,0,1080342,619.4623843,0,60625,0,52741510,429699.3443,106000,10989302
143,electrumBar:3500,5000000,electrumBar,3500,50,10,experience:106000,500000,0,1750,0,0,625.2494213,0,62375,0,52741510,439732.0601,106000,11095302
144,piercing:2160684,5000000,piercing,2160684,50,10,experience:106000,500000,0,0,0,1080342,631.0364583,0,62375,0,53821852,440866.5508,106000,11201302
145,electrumBar:3550,5000000,electrumBar,3550,50,10,experience:106000,500000,0,1775,0,0,636.8234954,0,64150,0,53821852,451026.3841,106000,11307302
146,piercing:2160685,5000000,piercing,2160685,50,10,experience:106000,500000,0,0,0,1080343,642.6105324,0,64150,0,54902195,452160.8748,106000,11413302
147,electrumBar:3600,5000000,electrumBar,3600,50,10,experience:106000,500000,0,1800,0,0,648.3975694,0,65950,0,54902195,462447.8256,106000,11519302
148,piercing:2160686,5000000,piercing,2160686,50,10,experience:106000,500000,0,0,0,1080343,654.1846065,0,65950,0,55982538,463582.3163,106000,11625302
149,electrumBar:3650,5000000,electrumBar,3650,50,10,experience:106000,500000,0,1825,0,0,659.9716435,0,67775,0,55982538,473996.3846,106000,11731302
150,piercing:2160687,5000000,piercing,2160687,50,10,experience:106000,500000,0,0,0,1080344,665.7586806,0,67775,0,57062882,475130.8753,106000,11837302
151,electrumBar:3700,5000000,electrumBar,3700,50,10,experience:106000,500000,0,1850,0,0,671.5457176,0,69625,0,57062882,485672.0611,106000,11943302
152,piercing:2160688,5000000,piercing,2160688,50,10,experience:106000,500000,0,0,0,1080344,677.3327546,0,69625,0,58143226,486806.5518,106000,12049302
153,electrumBar:3750,5000000,electrumBar,3750,50,10,experience:106000,500000,0,1875,0,0,683.1197917,0,71500,0,58143226,497474.8551,106000,12155302
154,piercing:2160689,5000000,piercing,2160689,50,10,experience:106000,500000,0,0,0,1080345,688.9068287,0,71500,0,59223571,498609.3458,106000,12261302
155,electrumBar:3800,5000000,electrumBar,3800,50,10,experience:106000,500000,0,1900,0,0,694.6938657,0,73400,0,59223571,509404.7666,106000,12367302
156,piercing:2160690,5000000,piercing,2160690,55,10,experience:106000,500000,0,0,0,1188380,700.4809028,0,73400,0,60411951,510539.2573,106000,12473302
157,electrumBar:3850,5000000,electrumBar,3850,55,10,experience:106000,500000,0,2118,0,0,706.2679398,0,75518,0,60411951,522443.1427,106000,12579302
158,piercing:2160691,5000000,piercing,2160691,55,10,experience:106000,500000,0,0,0,1188381,712.0549769,0,75518,0,61600332,523577.6334,106000,12685302
159,electrumBar:3900,5000000,electrumBar,3900,55,10,experience:106000,500000,0,2145,0,0,717.8420139,0,77663,0,61600332,535618.8057,106000,12791302
160,piercing:2160692,5000000,piercing,2160692,55,10,experience:106000,500000,0,0,0,1188381,723.6290509,0,77663,0,62788713,536753.2964,106000,12897302
161,electrumBar:3950,5000000,electrumBar,3950,55,10,experience:106000,500000,0,2173,0,0,729.416088,0,79836,0,62788713,548936.8403,106000,13003302
162,piercing:2160693,5000000,piercing,2160693,55,10,experience:106000,500000,0,0,0,1188382,735.203125,0,79836,0,63977095,550071.331,106000,13109302
163,electrumBar:4000,5000000,electrumBar,4000,55,10,experience:106000,500000,0,2200,0,0,740.990162,0,82036,0,63977095,562392.1618,106000,13215302
164,piercing:2160694,5000000,piercing,2160694,55,10,experience:106000,500000,0,0,0,1188382,746.7771991,0,82036,0,65165477,563526.6525,106000,13321302
165,electrumBar:4050,5000000,electrumBar,4050,55,10,experience:106000,500000,0,2228,0,0,752.5642361,0,84264,0,65165477,575989.8549,106000,13427302
166,piercing:2160695,5000000,piercing,2160695,60,60,experience:106000,3000000,0,0,0,1296417,787.2864583,0,84264,0,66461894,582796.7994,106000,13533302
167,electrumBar:4100,5000000,electrumBar,4100,60,60,experience:106000,3000000,0,2460,0,0,822.0086806,0,86724,0,66461894,602112.1059,106000,13639302
168,piercing:2160696,5000000,piercing,2160696,60,60,experience:106000,3000000,0,0,0,1296418,856.7309028,0,86724,0,67758312,608919.0504,106000,13745302
169,electrumBar:4150,5000000,electrumBar,4150,60,60,experience:106000,3000000,0,2490,0,0,891.453125,0,89214,0,67758312,628386.8979,106000,13851302
170,piercing:2160697,5000000,piercing,2160697,60,60,experience:106000,3000000,0,0,0,1296419,926.1753472,0,89214,0,69054731,635193.8424,106000,13957302
171,electrumBar:4200,5000000,electrumBar,4200,60,60,experience:106000,3000000,0,2520,0,0,960.8975694,0,91734,0,69054731,654814.2309,106000,14063302
172,piercing:2160698,5000000,piercing,2160698,60,60,experience:106000,3000000,0,0,0,1296419,995.6197917,0,91734,0,70351150,661621.1754,106000,14169302
173,electrumBar:4250,5000000,electrumBar,4250,60,60,experience:106000,3000000,0,2550,0,0,1030.342014,0,94284,0,70351150,681394.1049,106000,14275302
174,piercing:2160699,5000000,piercing,2160699,60,60,experience:106000,3000000,0,0,0,1296420,1065.064236,0,94284,0,71647570,688201.0494,106000,14381302
175,electrumBar:4300,5000000,electrumBar,4300,60,60,experience:106000,3000000,0,2580,0,0,1099.786458,0,96864,0,71647570,708126.5199,106000,14487302
176,piercing:2160700,5000000,piercing,2160700,65,65,experience:106000,3250000,0,0,0,1404455,1137.402199,0,96864,0,73052025,715500.7097,106000,14593302
177,electrumBar:4350,5000000,electrumBar,4350,65,65,experience:106000,3250000,0,2828,0,0,1175.01794,0,99692,0,73052025,737254.4312,106000,14699302
178,piercing:2160701,5000000,piercing,2160701,65,65,experience:106000,3250000,0,0,0,1404456,1212.633681,0,99692,0,74456481,744628.6211,106000,14805302
179,electrumBar:4400,5000000,electrumBar,4400,65,65,experience:106000,3250000,0,2860,0,0,1250.249421,0,102552,0,74456481,766545.053,106000,14911302
180,piercing:2160702,5000000,piercing,2160702,65,65,experience:106000,3250000,0,0,0,1404457,1287.865162,0,102552,0,75860938,773919.2428,106000,15017302
181,electrumBar:4450,5000000,electrumBar,4450,65,65,experience:106000,3250000,0,2893,0,0,1325.480903,0,105445,0,75860938,796003.4698,106000,15123302
182,piercing:2160703,5000000,piercing,2160703,65,65,experience:106000,3250000,0,0,0,1404457,1363.096644,0,105445,0,77265395,803377.6597,106000,15229302
183,electrumBar:4500,5000000,electrumBar,4500,65,65,experience:106000,3250000,0,2925,0,0,1400.712384,0,108370,0,77265395,825624.5971,106000,15335302
184,piercing:2160704,5000000,piercing,2160704,65,65,experience:106000,3250000,0,0,0,1404458,1438.328125,0,108370,0,78669853,832998.7869,106000,15441302
185,electrumBar:4550,5000000,electrumBar,4550,65,65,experience:106000,3250000,0,2958,0,0,1475.943866,0,111328,0,78669853,855413.5194,106000,15547302
