level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,time_culmative(days),elementalEmber_culmative,electrumBar_culmative,cosmicCharge_culmative,culmative_rubble,upgradeReward,XP,XP_culmative
21,electrumBar:1350,518400,electrumBar,1350,50,10,51840,0,675,0,11.48667245,0,4125,0,23226.23479,experience:9143,9143,42430
22,piercing:219599,604800,piercing,219599,50,10,60480,0,0,0,12.18667245,0,4125,0,23363.46279,experience:12000,12000,54430
23,electrumBar:1500,691200,electrumBar,1500,50,10,69120,0,750,0,12.98667245,0,4875,0,27333.81979,experience:16000,16000,70430
24,piercing:269232,864000,piercing,269232,50,10,86400,0,0,0,13.98667245,0,4875,0,27529.85979,experience:17600,17600,88030
25,electrumBar:1650,864000,electrumBar,1650,50,10,86400,0,825,0,14.98667245,0,5700,0,31920.77729,experience:19200,19200,107230
26,piercing:340800,936000,piercing,340800,50,10,93600,0,0,0,16.07000579,0,5700,0,32133.15396,experience:20800,20800,128030
27,electrumBar:1800,1080000,electrumBar,1800,50,10,108000,0,900,0,17.32000579,0,6600,0,36954.43396,experience:24000,24000,152030
28,piercing:422592,1152000,piercing,422592,50,10,115200,0,0,0,18.65333912,0,6600,0,37215.82063,experience:25600,25600,177630
29,electrumBar:1950,1224000,electrumBar,1950,50,10,122400,0,975,0,20.07000579,0,7575,0,42451.12647,experience:27200,27200,204830
30,piercing:504384,1224000,piercing,504384,50,10,122400,0,0,0,21.48667245,0,7575,0,42728.8498,experience:30400,30400,235230
31,electrumBar:2100,1370990,electrumBar,2100,50,10,137099,0,1050,0,23.07346644,0,8625,0,48378.8599,experience:32000,32000,267230
32,piercing:586176,1468800,piercing,586176,50,10,146880,0,0,0,24.77346644,0,8625,0,48712.1279,experience:33600,33600,300830
33,electrumBar:2250,1566720,electrumBar,2250,50,10,156672,0,1125,0,26.58679977,0,9750,0,54787.90127,experience:33600,33600,334430
34,piercing:667968,1664640,piercing,667968,50,10,166464,0,0,0,28.51346644,0,9750,0,55165.60501,experience:33600,33600,368030
35,electrumBar:2400,1762560,electrumBar,2400,50,10,176256,0,1200,0,30.55346644,0,10950,0,61667.16661,experience:33600,33600,401630
36,piercing:749760,1762560,piercing,749760,50,10,176256,0,0,0,32.59346644,0,10950,0,62067.08821,experience:33600,33600,435230
37,electrumBar:2550,1762560,electrumBar,2550,50,10,176256,0,1275,0,34.63346644,0,12225,0,68950.00232,experience:33600,33600,468830
38,piercing:831552,1762560,piercing,831552,50,10,176256,0,0,0,36.67346644,0,12225,0,69349.92392,experience:33600,33600,502430
39,electrumBar:2700,1762560,electrumBar,2700,50,10,176256,0,1350,0,38.71346644,0,13575,0,76614.19052,experience:33600,33600,536030
40,piercing:913344,1762560,piercing,913344,50,10,176256,0,0,0,40.75346644,0,13575,0,77014.11213,experience:33600,33600,569630
41,electrumBar:2850,2290604,electrumBar,2850,50,10,229060.4,0,1425,0,43.40462847,0,15000,0,84779.54344,experience:35349,35349,604979
42,piercing:995136,2743903,piercing,995136,50,10,274390.3,0,0,0,46.58044213,0,15000,0,85402.12995,experience:42345,42345,647324
43,electrumBar:3000,3197201,electrumBar,3000,50,10,319720.1,0,1500,0,50.28090625,0,16500,0,93754.61894,experience:49340,49340,696664
44,piercing:1076928,3650500,piercing,1076928,50,10,365050,0,0,0,54.50602199,0,16500,0,94582.91064,experience:56335,56335,752999
45,electrumBar:3150,4103799,electrumBar,3150,50,10,410379.9,0,1575,0,59.25578935,0,18075,0,103522.4575,experience:63331,63331,816330
46,piercing:1158720,4177339,piercing,1158720,50,10,417733.9,0,0,0,64.09067245,0,18075,0,104470.288,experience:70326,70326,886656
47,electrumBar:3300,4314507,electrumBar,3300,50,10,431450.7,0,1650,0,69.08431481,0,19725,0,113838.9967,experience:77321,77321,963977
48,piercing:1240512,4553079,piercing,1240512,50,10,455307.9,0,0,0,74.35408218,0,19725,0,114872.0819,experience:84317,84317,1048294
49,electrumBar:3450,4602106,electrumBar,3450,50,10,460210.6,0,1725,0,79.68059375,0,21450,0,124687.3987,experience:91312,91312,1139606
50,piercing:1322304,4777719,piercing,1322304,50,10,477771.9,0,0,0,85.21036111,0,21450,0,125771.4543,experience:98307,98307,1237913
51,electrumBar:3600,5000000,electrumBar,3600,50,10,500000,0,1800,0,90.99739815,0,23250,0,136058.4051,experience:101805,101805,1339718
52,piercing:1363200,5000000,piercing,1363200,50,10,500000,0,0,0,96.78443519,0,23250,0,137192.8958,experience:105303,105303,1445021
53,electrumBar:3750,5000000,electrumBar,3750,50,10,500000,0,1875,0,102.5714722,0,25125,0,147861.1991,experience:106000,106000,1551021
54,piercing:1404096,5000000,piercing,1404096,50,10,500000,0,0,0,108.3585093,0,25125,0,148995.6898,experience:106000,106000,1657021
55,electrumBar:3900,5000000,electrumBar,3900,50,10,500000,0,1950,0,114.1455463,0,27075,0,160045.3456,experience:106000,106000,1763021
56,piercing:1444992,5000000,piercing,1444992,50,10,500000,0,0,0,119.9325833,0,27075,0,161179.8363,experience:106000,106000,1869021
57,electrumBar:4050,5000000,electrumBar,4050,50,10,500000,0,2025,0,125.7196204,0,29100,0,172610.8446,experience:106000,106000,1975021
58,piercing:1485888,5000000,piercing,1485888,50,10,500000,0,0,0,131.5066574,0,29100,0,173745.3353,experience:106000,106000,2081021
59,electrumBar:4200,5000000,electrumBar,4200,50,10,500000,0,2100,0,137.2936944,0,31200,0,185557.6961,experience:106000,106000,2187021
60,piercing:1526784,5000000,piercing,1526784,50,10,500000,0,0,0,143.0807315,0,31200,0,186692.1868,experience:106000,106000,2293021
61,electrumBar:4350,5000000,electrumBar,4350,50,10,500000,0,2175,0,148.8677685,0,33375,0,198885.9001,experience:106000,106000,2399021
62,piercing:1772160,5000000,piercing,1772160,50,10,500000,0,0,0,154.6548056,0,33375,0,200020.3908,experience:106000,106000,2505021
63,electrumBar:4500,5000000,electrumBar,4500,50,10,500000,0,2250,0,160.4418426,0,35625,0,212595.4566,experience:106000,106000,2611021
64,piercing:1813056,5000000,piercing,1813056,50,10,500000,0,0,0,166.2288796,0,35625,0,213729.9473,experience:106000,106000,2717021
65,electrumBar:4650,5000000,electrumBar,4650,50,10,500000,0,2325,0,172.0159167,0,37950,0,226686.3656,experience:106000,106000,2823021
66,piercing:1853952,5000000,piercing,1853952,50,10,500000,0,0,0,177.8029537,0,37950,0,227820.8563,experience:106000,106000,2929021
67,electrumBar:4800,5000000,electrumBar,4800,50,10,500000,0,2400,0,183.5899907,0,40350,0,241158.6271,experience:106000,106000,3035021
68,piercing:1894848,5000000,piercing,1894848,50,10,500000,0,0,0,189.3770278,0,40350,0,242293.1178,experience:106000,106000,3141021
69,electrumBar:4950,5000000,electrumBar,4950,50,10,500000,0,2475,0,195.1640648,0,42825,0,256012.2411,experience:106000,106000,3247021
70,piercing:1935744,5000000,piercing,1935744,50,10,500000,0,0,0,200.9511019,0,42825,0,257146.7318,experience:106000,106000,3353021
71,electrumBar:5100,5000000,electrumBar,5100,50,10,500000,0,2550,0,206.7381389,0,45375,0,271247.2076,experience:106000,106000,3459021
72,piercing:1976640,5000000,piercing,1976640,50,10,500000,0,0,0,212.5251759,0,45375,0,272381.6983,experience:106000,106000,3565021
73,electrumBar:5250,5000000,electrumBar,5250,50,10,500000,0,2625,0,218.312213,0,48000,0,286863.5266,experience:106000,106000,3671021
74,piercing:2017536,5000000,piercing,2017536,50,10,500000,0,0,0,224.09925,0,48000,0,287998.0173,experience:106000,106000,3777021
75,electrumBar:5400,5000000,electrumBar,5400,50,10,500000,0,2700,0,229.886287,0,50700,0,302861.1981,experience:106000,106000,3883021
76,piercing:2058432,5000000,piercing,2058432,50,10,500000,0,0,0,235.6733241,0,50700,0,303995.6888,experience:106000,106000,3989021
77,electrumBar:5550,5000000,electrumBar,5550,50,10,500000,0,2775,0,241.4603611,0,53475,0,319240.2221,experience:106000,106000,4095021
78,piercing:2109552,5000000,piercing,2109552,50,10,500000,0,0,0,247.2473981,0,53475,0,320374.7128,experience:106000,106000,4201021
79,electrumBar:5700,5000000,electrumBar,5700,50,10,500000,0,2850,0,253.0344352,0,56325,0,336000.5986,experience:106000,106000,4307021
80,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,258.8214722,0,56325,0,337135.0893,experience:106000,106000,4413021
81,electrumBar:5850,5000000,electrumBar,5850,50,10,500000,0,2925,0,264.6085093,0,59250,0,353142.3276,experience:106000,106000,4519021
82,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,270.3955463,0,59250,0,354276.8183,experience:106000,106000,4625021
83,electrumBar:6000,5000000,electrumBar,6000,50,10,500000,0,3000,0,276.1825833,0,62250,0,370665.4091,experience:106000,106000,4731021
84,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,281.9696204,0,62250,0,371799.8998,experience:106000,106000,4837021
85,electrumBar:6150,5000000,electrumBar,6150,50,10,500000,0,3075,0,287.7566574,0,65325,0,388569.8431,experience:106000,106000,4943021
86,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,293.5436944,0,65325,0,389704.3338,experience:106000,106000,5049021
87,electrumBar:6300,5000000,electrumBar,6300,50,10,500000,0,3150,0,299.3307315,0,68475,0,406855.6296,experience:106000,106000,5155021
88,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,305.1177685,0,68475,0,407990.1203,experience:106000,106000,5261021
89,electrumBar:6450,5000000,electrumBar,6450,50,10,500000,0,3225,0,310.9048056,0,71700,0,425522.7686,experience:106000,106000,5367021
90,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,316.6918426,0,71700,0,426657.2593,experience:106000,106000,5473021
91,electrumBar:6600,5000000,electrumBar,6600,50,10,500000,0,3300,0,322.4788796,0,75000,0,444571.2601,experience:106000,106000,5579021
92,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,328.2659167,0,75000,0,445705.7508,experience:106000,106000,5685021
93,electrumBar:6750,5000000,electrumBar,6750,50,10,500000,0,3375,0,334.0529537,0,78375,0,464001.1041,experience:106000,106000,5791021
94,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,339.8399907,0,78375,0,465135.5948,experience:106000,106000,5897021
95,electrumBar:6900,5000000,electrumBar,6900,50,10,500000,0,3450,0,345.6270278,0,81825,0,483812.3006,experience:106000,106000,6003021
96,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,351.4140648,0,81825,0,484946.7913,experience:106000,106000,6109021
97,electrumBar:7050,5000000,electrumBar,7050,50,10,500000,0,3525,0,357.2011019,0,85350,0,504004.8496,experience:106000,106000,6215021
98,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,362.9881389,0,85350,0,505139.3403,experience:106000,106000,6321021
99,electrumBar:7200,5000000,electrumBar,7200,50,10,500000,0,3600,0,368.7751759,0,88950,0,524578.7511,experience:106000,106000,6427021
100,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,374.562213,0,88950,0,525713.2418,experience:106000,106000,6533021
101,electrumBar:7350,5000000,electrumBar,7350,50,10,500000,0,3675,0,380.34925,0,92625,0,545534.0051,experience:106000,106000,6639021
102,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,386.136287,0,92625,0,546668.4958,experience:106000,106000,6745021
103,electrumBar:7500,5000000,electrumBar,7500,50,10,500000,0,3750,0,391.9233241,0,96375,0,566870.6116,experience:106000,106000,6851021
104,piercing:2160672,5000000,piercing,2160672,50,10,500000,0,0,0,397.7103611,0,96375,0,568005.1023,experience:106000,106000,6957021
105,electrumBar:7650,5000000,electrumBar,7650,50,10,500000,0,3825,0,403.4973981,0,100200,0,588588.5706,experience:106000,106000,7063021
106,piercing:2160673,5000000,piercing,2160673,50,10,500000,0,0,0,409.2844352,0,100200,0,589723.0613,experience:106000,106000,7169021
107,electrumBar:7800,5000000,electrumBar,7800,50,10,500000,0,3900,0,415.0714722,0,104100,0,610687.8821,experience:106000,106000,7275021
108,piercing:2160673,5000000,piercing,2160673,50,10,500000,0,0,0,420.8585093,0,104100,0,611822.3728,experience:106000,106000,7381021
109,electrumBar:7950,5000000,electrumBar,7950,50,10,500000,0,3975,0,426.6455463,0,108075,0,633168.5461,experience:106000,106000,7487021
110,piercing:2160673,5000000,piercing,2160673,50,10,500000,0,0,0,432.4325833,0,108075,0,634303.0368,experience:106000,106000,7593021
111,electrumBar:8100,5000000,electrumBar,8100,50,10,500000,0,4050,0,438.2196204,0,112125,0,656030.5626,experience:106000,106000,7699021
112,piercing:2160674,5000000,piercing,2160674,50,10,500000,0,0,0,444.0066574,0,112125,0,657165.0533,experience:106000,106000,7805021
113,electrumBar:8250,5000000,electrumBar,8250,50,10,500000,0,4125,0,449.7936944,0,116250,0,679273.9316,experience:106000,106000,7911021
114,piercing:2160674,5000000,piercing,2160674,50,10,500000,0,0,0,455.5807315,0,116250,0,680408.4223,experience:106000,106000,8017021
115,electrumBar:8400,5000000,electrumBar,8400,50,10,500000,0,4200,0,461.3677685,0,120450,0,702898.6531,experience:106000,106000,8123021
116,piercing:2160674,5000000,piercing,2160674,50,10,500000,0,0,0,467.1548056,0,120450,0,704033.1438,experience:106000,106000,8229021
117,electrumBar:8550,5000000,electrumBar,8550,50,10,500000,0,4275,0,472.9418426,0,124725,0,726904.7271,experience:106000,106000,8335021
118,piercing:2160675,5000000,piercing,2160675,50,10,500000,0,0,0,478.7288796,0,124725,0,728039.2178,experience:106000,106000,8441021
119,electrumBar:8700,5000000,electrumBar,8700,50,10,500000,0,4350,0,484.5159167,0,129075,0,751292.1536,experience:106000,106000,8547021
120,piercing:2160675,5000000,piercing,2160675,50,10,500000,0,0,0,490.3029537,0,129075,0,752426.6443,experience:106000,106000,8653021
121,electrumBar:8850,5000000,electrumBar,8850,50,10,500000,0,4425,0,496.0899907,0,133500,0,776060.9326,experience:106000,106000,8759021
122,piercing:2160675,5000000,piercing,2160675,50,10,500000,0,0,0,501.8770278,0,133500,0,777195.4233,experience:106000,106000,8865021
123,electrumBar:9000,5000000,electrumBar,9000,50,10,500000,0,4500,0,507.6640648,0,138000,0,801211.0641,experience:106000,106000,8971021
124,piercing:2160676,5000000,piercing,2160676,50,10,500000,0,0,0,513.4511019,0,138000,0,802345.5548,experience:106000,106000,9077021
125,electrumBar:9150,5000000,electrumBar,9150,50,10,500000,0,4575,0,519.2381389,0,142575,0,826742.5481,experience:106000,106000,9183021
126,piercing:2160676,5000000,piercing,2160676,50,10,500000,0,0,0,525.0251759,0,142575,0,827877.0388,experience:106000,106000,9289021
127,electrumBar:9300,5000000,electrumBar,9300,50,10,500000,0,4650,0,530.812213,0,147225,0,852655.3846,experience:106000,106000,9395021
128,piercing:2160676,5000000,piercing,2160676,50,10,500000,0,0,0,536.59925,0,147225,0,853789.8753,experience:106000,106000,9501021
129,electrumBar:9450,5000000,electrumBar,9450,50,10,500000,0,4725,0,542.386287,0,151950,0,878949.5736,experience:106000,106000,9607021
130,piercing:2160677,5000000,piercing,2160677,50,10,500000,0,0,0,548.1733241,0,151950,0,880084.0643,experience:106000,106000,9713021
131,electrumBar:9600,5000000,electrumBar,9600,50,10,500000,0,4800,0,553.9603611,0,156750,0,905625.1151,experience:106000,106000,9819021
132,piercing:2160678,5000000,piercing,2160678,50,10,500000,0,0,0,559.7473981,0,156750,0,906759.6058,experience:106000,106000,9925021
133,electrumBar:9750,5000000,electrumBar,9750,50,10,500000,0,4875,0,565.5344352,0,161625,0,932682.0091,experience:106000,106000,10031021
134,piercing:2160679,5000000,piercing,2160679,50,10,500000,0,0,0,571.3214722,0,161625,0,933816.4998,experience:106000,106000,10137021
135,electrumBar:9900,5000000,electrumBar,9900,50,10,500000,0,4950,0,577.1085093,0,166575,0,960120.2556,experience:106000,106000,10243021
136,piercing:2160680,5000000,piercing,2160680,55,10,500000,0,0,0,582.8955463,0,166575,0,961254.7463,experience:106000,106000,10349021
137,electrumBar:10050,5000000,electrumBar,10050,55,10,500000,0,5528,0,588.6825833,0,172103,0,990497.4587,experience:106000,106000,10455021
138,piercing:2160681,5000000,piercing,2160681,55,10,500000,0,0,0,594.4696204,0,172103,0,991631.9494,experience:106000,106000,10561021
139,electrumBar:10200,5000000,electrumBar,10200,55,10,500000,0,5610,0,600.2566574,0,177713,0,1021291.607,experience:106000,106000,10667021
140,piercing:2160682,5000000,piercing,2160682,55,10,500000,0,0,0,606.0436944,0,177713,0,1022426.098,experience:106000,106000,10773021
141,electrumBar:10350,5000000,electrumBar,10350,55,10,500000,0,5693,0,611.8307315,0,183406,0,1052507.786,experience:106000,106000,10879021
142,piercing:2160683,5000000,piercing,2160683,55,10,500000,0,0,0,617.6177685,0,183406,0,1053642.277,experience:106000,106000,10985021
143,electrumBar:10500,5000000,electrumBar,10500,55,10,500000,0,5775,0,623.4048056,0,189181,0,1084140.91,experience:106000,106000,11091021
144,piercing:2160684,5000000,piercing,2160684,55,10,500000,0,0,0,629.1918426,0,189181,0,1085275.401,experience:106000,106000,11197021
145,electrumBar:10650,5000000,electrumBar,10650,55,10,500000,0,5858,0,634.9788796,0,195039,0,1116196.064,experience:106000,106000,11303021
146,piercing:2160685,5000000,piercing,2160685,60,60,3000000,0,0,0,669.7011019,0,195039,0,1123003.008,experience:106000,106000,11409021
147,electrumBar:10800,5000000,electrumBar,10800,60,60,3000000,0,6480,0,704.4233241,0,201519,0,1162758.809,experience:106000,106000,11515021
148,piercing:2160686,5000000,piercing,2160686,60,60,3000000,0,0,0,739.1455463,0,201519,0,1169565.753,experience:106000,106000,11621021
149,electrumBar:10950,5000000,electrumBar,10950,60,60,3000000,0,6570,0,773.8677685,0,208089,0,1209779.177,experience:106000,106000,11727021
150,piercing:2160687,5000000,piercing,2160687,60,60,3000000,0,0,0,808.5899907,0,208089,0,1216586.121,experience:106000,106000,11833021
151,electrumBar:11100,5000000,electrumBar,11100,60,60,3000000,0,6660,0,843.312213,0,214749,0,1257257.168,experience:106000,106000,11939021
152,piercing:2160688,5000000,piercing,2160688,60,60,3000000,0,0,0,878.0344352,0,214749,0,1264064.112,experience:106000,106000,12045021
153,electrumBar:11250,5000000,electrumBar,11250,60,60,3000000,0,6750,0,912.7566574,0,221499,0,1305192.782,experience:106000,106000,12151021
154,piercing:2160689,5000000,piercing,2160689,60,60,3000000,0,0,0,947.4788796,0,221499,0,1311999.726,experience:106000,106000,12257021
155,electrumBar:11400,5000000,electrumBar,11400,60,60,3000000,0,6840,0,982.2011019,0,228339,0,1353586.019,experience:106000,106000,12363021
156,piercing:2160690,5000000,piercing,2160690,65,65,3250000,0,0,0,1019.816843,0,228339,0,1360960.209,experience:106000,106000,12469021
157,electrumBar:11550,5000000,electrumBar,11550,65,65,3250000,0,7508,0,1057.432583,0,235847,0,1406510.326,experience:106000,106000,12575021
158,piercing:2160691,5000000,piercing,2160691,65,65,3250000,0,0,0,1095.048324,0,235847,0,1413884.516,experience:106000,106000,12681021
159,electrumBar:11700,5000000,electrumBar,11700,65,65,3250000,0,7605,0,1132.664065,0,243452,0,1459927.849,experience:106000,106000,12787021
160,piercing:2160692,5000000,piercing,2160692,65,65,3250000,0,0,0,1170.279806,0,243452,0,1467302.039,experience:106000,106000,12893021
161,electrumBar:11850,5000000,electrumBar,11850,65,65,3250000,0,7703,0,1207.895546,0,251155,0,1513843.673,experience:106000,106000,12999021
162,piercing:2160693,5000000,piercing,2160693,65,65,3250000,0,0,0,1245.511287,0,251155,0,1521217.863,experience:106000,106000,13105021
163,electrumBar:12000,5000000,electrumBar,12000,65,65,3250000,0,7800,0,1283.127028,0,258955,0,1568252.713,experience:106000,106000,13211021
164,piercing:2160693,5000000,piercing,2160693,65,65,3250000,0,0,0,1320.742769,0,258955,0,1575626.903,experience:106000,106000,13317021
165,electrumBar:12150,5000000,electrumBar,12150,65,65,3250000,0,7898,0,1358.358509,0,266853,0,1623160.053,experience:106000,106000,13423021
166,piercing:2160693,5000000,piercing,2160693,75,75,3750000,0,0,0,1401.761287,0,266853,0,1631668.734,experience:106000,106000,13529021
167,electrumBar:12300,5000000,electrumBar,12300,75,75,3750000,0,9225,0,1445.164065,0,276078,0,1687083.772,experience:106000,106000,13635021
168,piercing:2160693,5000000,piercing,2160693,75,75,3750000,0,0,0,1488.566843,0,276078,0,1695592.453,experience:106000,106000,13741021
169,electrumBar:12450,5000000,electrumBar,12450,75,75,3750000,0,9338,0,1531.96962,0,285416,0,1751582.062,experience:106000,106000,13847021
170,piercing:2160693,5000000,piercing,2160693,75,75,3750000,0,0,0,1575.372398,0,285416,0,1760090.743,experience:106000,106000,13953021
171,electrumBar:12600,5000000,electrumBar,12600,75,75,3750000,0,9450,0,1618.775176,0,294866,0,1816649.838,experience:106000,106000,14059021
172,piercing:2160693,5000000,piercing,2160693,75,75,3750000,0,0,0,1662.177954,0,294866,0,1825158.519,experience:106000,106000,14165021
173,electrumBar:12750,5000000,electrumBar,12750,75,75,3750000,0,9563,0,1705.580731,0,304429,0,1882292.186,experience:106000,106000,14271021
174,piercing:2160693,5000000,piercing,2160693,75,75,3750000,0,0,0,1748.983509,0,304429,0,1890800.866,experience:106000,106000,14377021
175,electrumBar:12900,5000000,electrumBar,12900,75,75,3750000,0,9675,0,1792.386287,0,314104,0,1948504.019,experience:106000,106000,14483021
176,piercing:2160693,5000000,piercing,2160693,85,85,4250000,0,0,0,1841.576102,0,314104,0,1958147.191,experience:106000,106000,14589021
177,electrumBar:13050,5000000,electrumBar,13050,85,85,4250000,0,11093,0,1890.765917,0,325197,0,2024194.939,experience:106000,106000,14695021
178,piercing:2160693,5000000,piercing,2160693,85,85,4250000,0,0,0,1939.955731,0,325197,0,2033838.111,experience:106000,106000,14801021
179,electrumBar:13200,5000000,electrumBar,13200,85,85,4250000,0,11220,0,1989.145546,0,336417,0,2100531.616,experience:106000,106000,14907021
180,piercing:2160693,5000000,piercing,2160693,85,85,4250000,0,0,0,2038.335361,0,336417,0,2110174.787,experience:106000,106000,15013021
181,electrumBar:13350,5000000,electrumBar,13350,85,85,4250000,0,11348,0,2087.525176,0,347765,0,2177519.134,experience:106000,106000,15119021
182,piercing:2160693,5000000,piercing,2160693,85,85,4250000,0,0,0,2136.714991,0,347765,0,2187162.306,experience:106000,106000,15225021
183,electrumBar:13500,5000000,electrumBar,13500,85,85,4250000,0,11475,0,2185.904806,0,359240,0,2255152.41,experience:106000,106000,15331021
184,piercing:2160693,5000000,piercing,2160693,85,85,4250000,0,0,0,2235.09462,0,359240,0,2264795.581,experience:106000,106000,15437021
185,electrumBar:13650,5000000,electrumBar,13650,85,85,4250000,0,11603,0,2284.284435,0,370843,0,2333436.526,experience:106000,106000,15543021
186,piercing:2160693,5000000,piercing,2160693,90,90,4500000,0,0,0,2336.367769,0,370843,0,2343646.943,experience:106000,106000,15649021
187,electrumBar:13800,5000000,electrumBar,13800,90,90,4500000,0,12420,0,2388.451102,0,383263,0,2417009.334,experience:106000,106000,15755021
188,piercing:2160693,5000000,piercing,2160693,90,90,4500000,0,0,0,2440.534435,0,383263,0,2427219.751,experience:106000,106000,15861021
189,electrumBar:13950,5000000,electrumBar,13950,90,90,4500000,0,12555,0,2492.617769,0,395818,0,2501268.576,experience:106000,106000,15967021
190,piercing:2160693,5000000,piercing,2160693,90,90,4500000,0,0,0,2544.701102,0,395818,0,2511478.993,experience:106000,106000,16073021
191,electrumBar:14100,5000000,electrumBar,14100,90,90,4500000,0,12690,0,2596.784435,0,408508,0,2586214.252,experience:106000,106000,16179021
192,piercing:2160693,5000000,piercing,2160693,90,90,4500000,0,0,0,2648.867769,0,408508,0,2596424.669,experience:106000,106000,16285021
193,electrumBar:14250,5000000,electrumBar,14250,90,90,4500000,0,12825,0,2700.951102,0,421333,0,2671846.363,experience:106000,106000,16391021
194,piercing:2160693,5000000,piercing,2160693,90,90,4500000,0,0,0,2753.034435,0,421333,0,2682056.78,experience:106000,106000,16497021
195,electrumBar:14400,5000000,electrumBar,14400,90,90,4500000,0,12960,0,2805.117769,0,434293,0,2758164.909,experience:106000,106000,16603021
196,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,2862.988139,0,434293,0,2769509.816,experience:106000,106000,16709021
197,electrumBar:14550,5000000,electrumBar,14550,100,100,5000000,0,14550,0,2920.858509,0,448843,0,2854837.109,experience:106000,106000,16815021
198,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,2978.72888,0,448843,0,2866182.016,experience:106000,106000,16921021
199,electrumBar:14700,5000000,electrumBar,14700,100,100,5000000,0,14700,0,3036.59925,0,463543,0,2952272.014,experience:106000,106000,17027021
200,piercing:2160693,5000000,piercing,2160693,100,100,5000000,0,0,0,3094.46962,0,463543,0,2963616.921,experience:106000,106000,17133021
201,electrumBar:14861,5000000,electrumBar,14861,100,100,5000000,0,14861,0,3152.339991,0,478404,0,3050525.556,experience:108120,108120,17241141
